reaction,server,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds
rmg_rxn_0,RMG,CC[NH],[CH2]C#CC,6,1,0,False,4,0,1
rmg_rxn_1,RMG,[NH]N,[CH2]C#CC,4,2,0,False,3,0,1
rmg_rxn_2,RMG,[N]N,CC[NH],2,3,0,False,3,0,0
rmg_rxn_3,RMG,[CH]CC,CC#CC,7,0,0,False,4,0,1
rmg_rxn_4,RMG,CC[NH],[CH]CC,5,1,0,False,4,0,0
rmg_rxn_5,RMG,[NH]N,[CH]CC,3,2,0,False,3,0,0
rmg_rxn_6,RMG,CCN=O,[CH]CC,5,1,1,False,4,1,0
rmg_rxn_7,RMG,[N]N,CCN=O,2,3,1,False,3,1,0
rmg_rxn_8,RMG,CC[N],CCN=O,4,2,1,False,4,1,0
rmg_rxn_9,RMG,CCN=O,[CH2]C#CC,6,1,1,False,4,1,1
rmg_rxn_10,RMG,CC[S],CCN=O,4,1,1,False,4,1,0
rmg_rxn_11,RMG,CCS,[CH2]C#CC,6,0,0,False,4,0,1
rmg_rxn_12,RMG,CC[S],CC[NH],4,1,0,False,4,0,0
rmg_rxn_13,RMG,[N]N,CCS,2,2,0,False,3,0,0
rmg_rxn_14,RMG,CCS,[CH]CC,5,0,0,False,4,0,0
rmg_rxn_15,RMG,[CH]CC,CCSCC,7,0,0,False,6,0,0
rmg_rxn_16,RMG,[NH]N,[CH2]CSCC,4,2,0,False,5,0,0
rmg_rxn_17,RMG,CC[NH],[CH2]CSCC,6,1,0,False,6,0,0
rmg_rxn_18,RMG,CC#CC,[CH2]CSCC,8,0,0,False,6,0,1
rmg_rxn_19,RMG,CCS,[CH2]CSCC,6,0,0,False,6,0,0
rmg_rxn_20,RMG,CCN=O,[CH2]CSCC,6,1,1,False,6,1,0
rmg_rxn_21,RMG,[CH]CC,CCCC,7,0,0,False,5,0,0
rmg_rxn_22,RMG,[NH]N,C[CH]CC,4,2,0,False,4,0,0
rmg_rxn_23,RMG,CC[NH],C[CH]CC,6,1,0,False,5,0,0
rmg_rxn_24,RMG,CC#CC,C[CH]CC,8,0,0,False,5,0,1
rmg_rxn_25,RMG,CCS,C[CH]CC,6,0,0,False,5,0,0
rmg_rxn_26,RMG,CCN=O,C[CH]CC,6,1,1,False,5,1,0
rmg_rxn_27,RMG,[CH2]CSCC,CCCC,8,0,0,False,7,0,0
rmg_rxn_28,RMG,[CH]CC,CCCC,7,0,0,False,5,0,0
rmg_rxn_29,RMG,[NH]N,[CH2]CCC,4,2,0,False,4,0,0
rmg_rxn_30,RMG,CC[NH],[CH2]CCC,6,1,0,False,5,0,0
rmg_rxn_31,RMG,CC#CC,[CH2]CCC,8,0,0,False,5,0,1
rmg_rxn_32,RMG,CCS,[CH2]CCC,6,0,0,False,5,0,0
rmg_rxn_33,RMG,CCN=O,[CH2]CCC,6,1,1,False,5,1,0
rmg_rxn_34,RMG,[CH2]CSCC,CCCC,8,0,0,False,7,0,0
rmg_rxn_35,RMG,[CH2]CCC,CCCC,8,0,0,False,6,0,0
rmg_rxn_36,RMG,[CH]CC,C1COCOC1,7,0,2,False,8,0,0
rmg_rxn_37,RMG,[NH]N,[CH]1OCCCO1,4,2,2,False,7,0,0
rmg_rxn_38,RMG,CC[NH],[CH]1OCCCO1,6,1,2,False,8,0,0
rmg_rxn_39,RMG,CC#CC,[CH]1OCCCO1,8,0,2,False,8,0,1
rmg_rxn_40,RMG,CCS,[CH]1OCCCO1,6,0,2,False,8,0,0
rmg_rxn_41,RMG,CCN=O,[CH]1OCCCO1,6,1,3,False,8,1,0
rmg_rxn_42,RMG,C1COCOC1,[CH2]CSCC,8,0,2,False,10,0,0
rmg_rxn_43,RMG,C1COCOC1,C[CH]CC,8,0,2,False,9,0,0
rmg_rxn_44,RMG,C1COCOC1,[CH2]CCC,8,0,2,False,9,0,0
rmg_rxn_45,RMG,CC=NO,C[CH]CC,6,1,1,False,5,1,0
rmg_rxn_46,RMG,CC=NO,[CH2]CCC,6,1,1,False,5,1,0
rmg_rxn_47,RMG,CC=NO,[CH]1OCCCO1,6,1,3,False,8,1,0
rmg_rxn_48,RMG,CC=NO,[CH2]CSCC,6,1,1,False,6,1,0
rmg_rxn_49,RMG,CC=N[O],CCN=O,4,2,2,False,4,2,0
rmg_rxn_50,RMG,CC=N[O],CC#CC,6,1,1,False,4,1,1
rmg_rxn_51,RMG,CC[N],CC=NO,4,2,1,False,4,1,0
rmg_rxn_52,RMG,[N]N,CC=NO,2,3,1,False,3,1,0
rmg_rxn_53,RMG,CC=NO,[CH]CC,5,1,1,False,4,1,0
rmg_rxn_54,RMG,CC[S],CC=NO,4,1,1,False,4,1,0
rmg_rxn_55,RMG,[CH]CC,CCSCC,7,0,0,False,6,0,0
rmg_rxn_56,RMG,[NH]N,CCS[CH]C,4,2,0,False,5,0,0
rmg_rxn_57,RMG,CC[NH],CCS[CH]C,6,1,0,False,6,0,0
rmg_rxn_58,RMG,CC#CC,CCS[CH]C,8,0,0,False,6,0,1
rmg_rxn_59,RMG,CCS,CCS[CH]C,6,0,0,False,6,0,0
rmg_rxn_60,RMG,CC=NO,CCS[CH]C,6,1,1,False,6,1,0
rmg_rxn_61,RMG,CCN=O,CCS[CH]C,6,1,1,False,6,1,0
rmg_rxn_62,RMG,[CH2]CSCC,CCSCC,8,0,0,False,8,0,0
rmg_rxn_63,RMG,C[CH]CC,CCSCC,8,0,0,False,7,0,0
rmg_rxn_64,RMG,[CH2]CCC,CCSCC,8,0,0,False,7,0,0
rmg_rxn_65,RMG,[CH]1OCCCO1,CCSCC,8,0,2,False,10,0,0
rmg_rxn_66,RMG,S,[CH]CC,3,0,0,False,2,0,0
rmg_rxn_67,RMG,[SH],[NH]N,0,2,0,False,1,0,0
rmg_rxn_68,RMG,[SH],CC[NH],2,1,0,False,2,0,0
rmg_rxn_69,RMG,S,[CH2]C#CC,4,0,0,False,2,0,1
rmg_rxn_70,RMG,[SH],CCS,2,0,0,False,2,0,0
rmg_rxn_71,RMG,[SH],CC=NO,2,1,1,False,2,1,0
rmg_rxn_72,RMG,[SH],CCN=O,2,1,1,False,2,1,0
rmg_rxn_73,RMG,S,[CH2]CSCC,4,0,0,False,4,0,0
rmg_rxn_74,RMG,[SH],CCCC,4,0,0,False,3,0,0
rmg_rxn_75,RMG,[SH],CCCC,4,0,0,False,3,0,0
rmg_rxn_76,RMG,S,[CH]1OCCCO1,4,0,2,False,6,0,0
rmg_rxn_77,RMG,S,CCS[CH]C,4,0,0,False,4,0,0
rmg_rxn_78,RMG,CC#N,[CH]CC,5,1,0,False,3,0,1
rmg_rxn_79,RMG,[NH]N,C=C=[N],2,3,0,False,1,2,0
rmg_rxn_80,RMG,C=C=[N],CC[NH],4,2,0,False,2,2,0
rmg_rxn_81,RMG,C=C=[N],CC#CC,6,1,0,False,2,2,1
rmg_rxn_82,RMG,C=C=[N],CCS,4,1,0,False,2,2,0
rmg_rxn_83,RMG,CC#N,CC=N[O],4,2,1,False,3,1,1
rmg_rxn_84,RMG,C=C=[N],CCN=O,4,2,1,False,2,3,0
rmg_rxn_85,RMG,CC#N,[CH2]CSCC,6,1,0,False,5,0,1
rmg_rxn_86,RMG,CC#N,C[CH]CC,6,1,0,False,4,0,1
rmg_rxn_87,RMG,CC#N,[CH2]CCC,6,1,0,False,4,0,1
rmg_rxn_88,RMG,C=C=[N],C1COCOC1,6,1,2,False,6,2,0
rmg_rxn_89,RMG,C=C=[N],CCSCC,6,1,0,False,4,2,0
rmg_rxn_90,RMG,S,C=C=[N],2,1,0,False,0,2,0
rmg_rxn_91,RMG,[O-][N+](=N)C,[CH]CC,4,2,1,False,4,1,0
rmg_rxn_92,RMG,[NH]N,[O-][N+](=N)[CH2],1,4,1,False,3,1,0
rmg_rxn_93,RMG,[O-][N+](=N)[CH2],CC[NH],3,3,1,False,4,1,0
rmg_rxn_94,RMG,[O-][N+](=N)[CH2],CC#CC,5,2,1,False,4,1,1
rmg_rxn_95,RMG,[O-][N+](=N)[CH2],CCS,3,2,1,False,4,1,0
rmg_rxn_96,RMG,[O-][N+](=N)[CH2],CC=NO,3,3,2,False,4,2,0
rmg_rxn_97,RMG,[O-][N+](=N)[CH2],CCN=O,3,3,2,False,4,2,0
rmg_rxn_98,RMG,[O-][N+](=N)[CH2],CCSCC,5,2,1,False,6,1,0
rmg_rxn_99,RMG,[O-][N+](=N)[CH2],CCCC,5,2,1,False,5,1,0
rmg_rxn_100,RMG,[O-][N+](=N)[CH2],CCCC,5,2,1,False,5,1,0
rmg_rxn_101,RMG,[O-][N+](=N)[CH2],C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_102,RMG,[O-][N+](=N)[CH2],CCSCC,5,2,1,False,6,1,0
rmg_rxn_103,RMG,S,[O-][N+](=N)[CH2],1,2,1,False,2,1,0
rmg_rxn_104,RMG,[O-][N+](=N)[CH2],CC#N,3,3,1,False,3,1,1
rmg_rxn_105,RMG,[O-][N+](=N)C,[CH]CC,4,2,1,False,4,1,0
rmg_rxn_106,RMG,[NH]N,[O-][N+](=[N])C,1,4,1,False,3,1,0
rmg_rxn_107,RMG,[O-][N+](=[N])C,CC[NH],3,3,1,False,4,1,0
rmg_rxn_108,RMG,[O-][N+](=[N])C,CC#CC,5,2,1,False,4,1,1
rmg_rxn_109,RMG,[O-][N+](=[N])C,CCS,3,2,1,False,4,1,0
rmg_rxn_110,RMG,[O-][N+](=[N])C,CC=NO,3,3,2,False,4,2,0
rmg_rxn_111,RMG,[O-][N+](=[N])C,CCN=O,3,3,2,False,4,2,0
rmg_rxn_112,RMG,[O-][N+](=N)C,[CH2]CSCC,5,2,1,False,6,1,0
rmg_rxn_113,RMG,[O-][N+](=[N])C,[CH2]CC,4,2,1,False,4,1,0
rmg_rxn_114,RMG,[NH]N,[O-][N+](=[N])C,1,4,1,False,3,1,0
rmg_rxn_115,RMG,[O-][N+](=[N])C,CC[NH],3,3,1,False,4,1,0
rmg_rxn_116,RMG,[O-][N+](=[N])C,CC#CC,5,2,1,False,4,1,1
rmg_rxn_117,RMG,[O-][N+](=[N])C,CCS,3,2,1,False,4,1,0
rmg_rxn_118,RMG,[O-][N+](=[N])C,CC=NO,3,3,2,False,4,2,0
rmg_rxn_119,RMG,[O-][N+](=[N])C,CCN=O,3,3,2,False,4,2,0
rmg_rxn_120,RMG,[O-][N+](=[N])C,CCSCC,5,2,1,False,6,1,0
rmg_rxn_121,RMG,[O-][N+](=[N])C,CCCC,5,2,1,False,5,1,0
rmg_rxn_122,RMG,[O-][N+](=[N])C,CCCC,5,2,1,False,5,1,0
rmg_rxn_123,RMG,[O-][N+](=N)C,[CH2]CCC,5,2,1,False,5,1,0
rmg_rxn_124,RMG,[O-][N+](=[N])C,CCCC,5,2,1,False,5,1,0
rmg_rxn_125,RMG,[O-][N+](=[N])C,C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_126,RMG,[O-][N+](=[N])C,C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_127,RMG,[O-][N+](=[N])C,CCSCC,5,2,1,False,6,1,0
rmg_rxn_128,RMG,[O-][N+](=[N])C,CCSCC,5,2,1,False,6,1,0
rmg_rxn_129,RMG,S,[O-][N+](=[N])C,1,2,1,False,2,1,0
rmg_rxn_130,RMG,S,[O-][N+](=[N])C,1,2,1,False,2,1,0
rmg_rxn_131,RMG,[O-][N+](=[N])C,CC#N,3,3,1,False,3,1,1
rmg_rxn_132,RMG,[O-][N+](=[N])C,CC#N,3,3,1,False,3,1,1
rmg_rxn_133,RMG,[O-][N+](=N)[CH2],[O-][N+](=N)C,2,4,2,False,4,2,0
rmg_rxn_134,RMG,[O-][N+](=[N])C,[O-][N+](=N)C,2,4,2,False,4,2,0
rmg_rxn_135,RMG,[O-][N+](=[N])C,[O-][N+](=N)C,2,4,2,False,4,2,0
rmg_rxn_136,RMG,[CH]CC,CCCOCC,8,0,1,False,7,0,0
rmg_rxn_137,RMG,[NH]N,[CH2]COCCC,5,2,1,False,6,0,0
rmg_rxn_138,RMG,CC[NH],[CH2]COCCC,7,1,1,False,7,0,0
rmg_rxn_139,RMG,CC#CC,[CH2]COCCC,9,0,1,False,7,0,1
rmg_rxn_140,RMG,CCS,[CH2]COCCC,7,0,1,False,7,0,0
rmg_rxn_141,RMG,CC=NO,[CH2]COCCC,7,1,2,False,7,1,0
rmg_rxn_142,RMG,CCN=O,[CH2]COCCC,7,1,2,False,7,1,0
rmg_rxn_143,RMG,CCSCC,[CH2]COCCC,9,0,1,False,9,0,0
rmg_rxn_144,RMG,CCCC,[CH2]COCCC,9,0,1,False,8,0,0
rmg_rxn_145,RMG,CCCC,[CH2]COCCC,9,0,1,False,8,0,0
rmg_rxn_146,RMG,C1COCOC1,[CH2]COCCC,9,0,3,False,11,0,0
rmg_rxn_147,RMG,CCSCC,[CH2]COCCC,9,0,1,False,9,0,0
rmg_rxn_148,RMG,S,[CH2]COCCC,5,0,1,False,5,0,0
rmg_rxn_149,RMG,CC#N,[CH2]COCCC,7,1,1,False,6,0,1
rmg_rxn_150,RMG,[O-][N+](=N)C,[CH2]COCCC,6,2,2,False,7,1,0
rmg_rxn_151,RMG,[O-][N+](=N)C,[CH2]COCCC,6,2,2,False,7,1,0
rmg_rxn_152,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
rmg_rxn_153,RMG,CCN=O,[CH]CC,5,1,1,False,4,1,0
rmg_rxn_154,RMG,[NH]N,[CH2]CN=O,2,3,1,False,3,1,0
rmg_rxn_155,RMG,[CH2]CN=O,CC[NH],4,2,1,False,4,1,0
rmg_rxn_156,RMG,[CH2]CN=O,CC#CC,6,1,1,False,4,1,1
rmg_rxn_157,RMG,[CH2]CN=O,CCS,4,1,1,False,4,1,0
rmg_rxn_158,RMG,[CH2]CN=O,CC=NO,4,2,2,False,4,2,0
rmg_rxn_159,RMG,[CH2]CN=O,CCN=O,4,2,2,False,4,2,0
rmg_rxn_160,RMG,CCN=O,[CH2]CSCC,6,1,1,False,6,1,0
rmg_rxn_161,RMG,[CH2]CN=O,CCCC,6,1,1,False,5,1,0
rmg_rxn_162,RMG,[CH2]CN=O,CCCC,6,1,1,False,5,1,0
rmg_rxn_163,RMG,[CH2]CN=O,C1COCOC1,6,1,3,False,8,1,0
rmg_rxn_164,RMG,[CH2]CN=O,CCSCC,6,1,1,False,6,1,0
rmg_rxn_165,RMG,S,[CH2]CN=O,2,1,1,False,2,1,0
rmg_rxn_166,RMG,CC#N,[CH2]CN=O,4,2,1,False,3,1,1
rmg_rxn_167,RMG,[O-][N+](=N)[CH2],CCN=O,3,3,2,False,4,2,0
rmg_rxn_168,RMG,[O-][N+](=N)C,[CH2]CN=O,3,3,2,False,4,2,0
rmg_rxn_169,RMG,[O-][N+](=[N])C,CCN=O,3,3,2,False,4,2,0
rmg_rxn_170,RMG,CCN=O,[CH2]COCCC,7,1,2,False,7,1,0
rmg_rxn_171,RMG,[CH]CC,C1COCOC1,7,0,2,False,8,0,0
rmg_rxn_172,RMG,[NH]N,[CH]1COCOC1,4,2,2,False,7,0,0
rmg_rxn_173,RMG,CC[NH],[CH]1COCOC1,6,1,2,False,8,0,0
rmg_rxn_174,RMG,CC#CC,[CH]1COCOC1,8,0,2,False,8,0,1
rmg_rxn_175,RMG,CCS,[CH]1COCOC1,6,0,2,False,8,0,0
rmg_rxn_176,RMG,CC=NO,[CH]1COCOC1,6,1,3,False,8,1,0
rmg_rxn_177,RMG,CCN=O,[CH]1COCOC1,6,1,3,False,8,1,0
rmg_rxn_178,RMG,C1COCOC1,[CH2]CSCC,8,0,2,False,10,0,0
rmg_rxn_179,RMG,[CH]1COCOC1,CCCC,8,0,2,False,9,0,0
rmg_rxn_180,RMG,C1COCOC1,[CH2]CCC,8,0,2,False,9,0,0
rmg_rxn_181,RMG,[CH]1COCOC1,C1COCOC1,8,0,4,False,12,0,0
rmg_rxn_182,RMG,[CH]1COCOC1,CCSCC,8,0,2,False,10,0,0
rmg_rxn_183,RMG,S,[CH]1COCOC1,4,0,2,False,6,0,0
rmg_rxn_184,RMG,CC#N,[CH]1COCOC1,6,1,2,False,7,0,1
rmg_rxn_185,RMG,[O-][N+](=N)[CH2],C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_186,RMG,[O-][N+](=N)C,[CH]1COCOC1,5,2,3,False,8,1,0
rmg_rxn_187,RMG,[O-][N+](=[N])C,C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_188,RMG,C1COCOC1,[CH2]COCCC,9,0,3,False,11,0,0
rmg_rxn_189,RMG,[CH2]CN=O,C1COCOC1,6,1,3,False,8,1,0
rmg_rxn_190,RMG,[CH]CC,CCCOCC,8,0,1,False,7,0,0
rmg_rxn_191,RMG,[NH]N,C[CH]COCC,5,2,1,False,6,0,0
rmg_rxn_192,RMG,CC[NH],C[CH]COCC,7,1,1,False,7,0,0
rmg_rxn_193,RMG,CC#CC,C[CH]COCC,9,0,1,False,7,0,1
rmg_rxn_194,RMG,CCS,C[CH]COCC,7,0,1,False,7,0,0
rmg_rxn_195,RMG,CC=NO,C[CH]COCC,7,1,2,False,7,1,0
rmg_rxn_196,RMG,CCN=O,C[CH]COCC,7,1,2,False,7,1,0
rmg_rxn_197,RMG,[CH2]CSCC,CCCOCC,9,0,1,False,9,0,0
rmg_rxn_198,RMG,CCCC,C[CH]COCC,9,0,1,False,8,0,0
rmg_rxn_199,RMG,[CH2]CCC,CCCOCC,9,0,1,False,8,0,0
rmg_rxn_200,RMG,C1COCOC1,C[CH]COCC,9,0,3,False,11,0,0
rmg_rxn_201,RMG,CCSCC,C[CH]COCC,9,0,1,False,9,0,0
rmg_rxn_202,RMG,S,C[CH]COCC,5,0,1,False,5,0,0
rmg_rxn_203,RMG,CC#N,C[CH]COCC,7,1,1,False,6,0,1
rmg_rxn_204,RMG,[O-][N+](=N)[CH2],CCCOCC,6,2,2,False,7,1,0
rmg_rxn_205,RMG,[O-][N+](=N)C,C[CH]COCC,6,2,2,False,7,1,0
rmg_rxn_206,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
rmg_rxn_207,RMG,[CH2]COCCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_208,RMG,[CH2]CN=O,CCCOCC,7,1,2,False,7,1,0
rmg_rxn_209,RMG,C1COCOC1,C[CH]COCC,9,0,3,False,11,0,0
rmg_rxn_210,RMG,[CH]CC,CCCOCC,8,0,1,False,7,0,0
rmg_rxn_211,RMG,[NH]N,[CH2]CCOCC,5,2,1,False,6,0,0
rmg_rxn_212,RMG,CC[NH],[CH2]CCOCC,7,1,1,False,7,0,0
rmg_rxn_213,RMG,CC#CC,[CH2]CCOCC,9,0,1,False,7,0,1
rmg_rxn_214,RMG,CCS,[CH2]CCOCC,7,0,1,False,7,0,0
rmg_rxn_215,RMG,CC=NO,[CH2]CCOCC,7,1,2,False,7,1,0
rmg_rxn_216,RMG,CCN=O,[CH2]CCOCC,7,1,2,False,7,1,0
rmg_rxn_217,RMG,[CH2]CSCC,CCCOCC,9,0,1,False,9,0,0
rmg_rxn_218,RMG,CCCC,[CH2]CCOCC,9,0,1,False,8,0,0
rmg_rxn_219,RMG,CCCC,[CH2]CCOCC,9,0,1,False,8,0,0
rmg_rxn_220,RMG,C1COCOC1,[CH2]CCOCC,9,0,3,False,11,0,0
rmg_rxn_221,RMG,CCSCC,[CH2]CCOCC,9,0,1,False,9,0,0
rmg_rxn_222,RMG,S,[CH2]CCOCC,5,0,1,False,5,0,0
rmg_rxn_223,RMG,CC#N,[CH2]CCOCC,7,1,1,False,6,0,1
rmg_rxn_224,RMG,[O-][N+](=N)[CH2],CCCOCC,6,2,2,False,7,1,0
rmg_rxn_225,RMG,[O-][N+](=N)C,[CH2]CCOCC,6,2,2,False,7,1,0
rmg_rxn_226,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
rmg_rxn_227,RMG,[CH2]COCCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_228,RMG,CCN=O,[CH2]CCOCC,7,1,2,False,7,1,0
rmg_rxn_229,RMG,C1COCOC1,[CH2]CCOCC,9,0,3,False,11,0,0
rmg_rxn_230,RMG,[CH2]CCOCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_231,RMG,[CH]CC,C1COCOC1,7,0,2,False,8,0,0
rmg_rxn_232,RMG,[NH]N,[CH]1CCOCO1,4,2,2,False,7,0,0
rmg_rxn_233,RMG,CC[NH],[CH]1CCOCO1,6,1,2,False,8,0,0
rmg_rxn_234,RMG,CC#CC,[CH]1CCOCO1,8,0,2,False,8,0,1
rmg_rxn_235,RMG,CCS,[CH]1CCOCO1,6,0,2,False,8,0,0
rmg_rxn_236,RMG,CC=NO,[CH]1CCOCO1,6,1,3,False,8,1,0
rmg_rxn_237,RMG,CCN=O,[CH]1CCOCO1,6,1,3,False,8,1,0
rmg_rxn_238,RMG,C1COCOC1,[CH2]CSCC,8,0,2,False,10,0,0
rmg_rxn_239,RMG,C1COCOC1,C[CH]CC,8,0,2,False,9,0,0
rmg_rxn_240,RMG,C1COCOC1,[CH2]CCC,8,0,2,False,9,0,0
rmg_rxn_241,RMG,[CH]1OCCCO1,C1COCOC1,8,0,4,False,12,0,0
rmg_rxn_242,RMG,[CH]1CCOCO1,CCSCC,8,0,2,False,10,0,0
rmg_rxn_243,RMG,S,[CH]1CCOCO1,4,0,2,False,6,0,0
rmg_rxn_244,RMG,C=C=[N],C1COCOC1,6,1,2,False,6,2,0
rmg_rxn_245,RMG,[O-][N+](=N)[CH2],C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_246,RMG,[O-][N+](=[N])C,C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_247,RMG,[O-][N+](=[N])C,C1COCOC1,5,2,3,False,8,1,0
rmg_rxn_248,RMG,C1COCOC1,[CH2]COCCC,9,0,3,False,11,0,0
rmg_rxn_249,RMG,[CH2]CN=O,C1COCOC1,6,1,3,False,8,1,0
rmg_rxn_250,RMG,[CH]1COCOC1,C1COCOC1,8,0,4,False,12,0,0
rmg_rxn_251,RMG,C1COCOC1,C[CH]COCC,9,0,3,False,11,0,0
rmg_rxn_252,RMG,C1COCOC1,[CH2]CCOCC,9,0,3,False,11,0,0
rmg_rxn_253,RMG,[CH]CC,CCCOCC,8,0,1,False,7,0,0
rmg_rxn_254,RMG,[NH]N,C[CH]OCCC,5,2,1,False,6,0,0
rmg_rxn_255,RMG,CC[NH],C[CH]OCCC,7,1,1,False,7,0,0
rmg_rxn_256,RMG,CC#CC,C[CH]OCCC,9,0,1,False,7,0,1
rmg_rxn_257,RMG,CCS,C[CH]OCCC,7,0,1,False,7,0,0
rmg_rxn_258,RMG,CC=NO,C[CH]OCCC,7,1,2,False,7,1,0
rmg_rxn_259,RMG,CCN=O,C[CH]OCCC,7,1,2,False,7,1,0
rmg_rxn_260,RMG,[CH2]CSCC,CCCOCC,9,0,1,False,9,0,0
rmg_rxn_261,RMG,C[CH]CC,CCCOCC,9,0,1,False,8,0,0
rmg_rxn_262,RMG,[CH2]CCC,CCCOCC,9,0,1,False,8,0,0
rmg_rxn_263,RMG,[CH]1OCCCO1,CCCOCC,9,0,3,False,11,0,0
rmg_rxn_264,RMG,CCSCC,C[CH]OCCC,9,0,1,False,9,0,0
rmg_rxn_265,RMG,S,C[CH]OCCC,5,0,1,False,5,0,0
rmg_rxn_266,RMG,C=C=[N],CCCOCC,7,1,1,False,5,2,0
rmg_rxn_267,RMG,[O-][N+](=N)[CH2],CCCOCC,6,2,2,False,7,1,0
rmg_rxn_268,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
rmg_rxn_269,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
rmg_rxn_270,RMG,[CH2]COCCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_271,RMG,[CH2]CN=O,CCCOCC,7,1,2,False,7,1,0
rmg_rxn_272,RMG,[CH]1COCOC1,CCCOCC,9,0,3,False,11,0,0
rmg_rxn_273,RMG,C[CH]COCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_274,RMG,[CH2]CCOCC,CCCOCC,10,0,2,False,10,0,0
rmg_rxn_275,RMG,C1COCOC1,C[CH]OCCC,9,0,3,False,11,0,0
rmg_rxn_276,RMG,[CH]CC,CCCO,6,0,1,False,5,0,0
rmg_rxn_277,RMG,[NH]N,CCC[O],3,2,1,False,4,0,0
rmg_rxn_278,RMG,CC[NH],CCC[O],5,1,1,False,5,0,0
rmg_rxn_279,RMG,CCC[O],CC#CC,7,0,1,False,5,0,1
rmg_rxn_280,RMG,CCS,CCC[O],5,0,1,False,5,0,0
rmg_rxn_281,RMG,CC=NO,CCC[O],5,1,2,False,5,1,0
rmg_rxn_282,RMG,CCN=O,CCC[O],5,1,2,False,5,1,0
rmg_rxn_283,RMG,CCC[O],CCSCC,7,0,1,False,7,0,0
rmg_rxn_284,RMG,CCC[O],CCCC,7,0,1,False,6,0,0
rmg_rxn_285,RMG,CCC[O],CCCC,7,0,1,False,6,0,0
rmg_rxn_286,RMG,CCC[O],C1COCOC1,7,0,3,False,9,0,0
rmg_rxn_287,RMG,CCC[O],CCSCC,7,0,1,False,7,0,0
rmg_rxn_288,RMG,S,CCC[O],3,0,1,False,3,0,0
rmg_rxn_289,RMG,CC#N,CCC[O],5,1,1,False,4,0,1
rmg_rxn_290,RMG,[O-][N+](=N)C,CCC[O],4,2,2,False,5,1,0
rmg_rxn_291,RMG,[O-][N+](=N)C,CCC[O],4,2,2,False,5,1,0
rmg_rxn_292,RMG,[O-][N+](=[N])C,CCCO,4,2,2,False,5,1,0
rmg_rxn_293,RMG,CCC[O],CCCOCC,8,0,2,False,8,0,0
rmg_rxn_294,RMG,CCN=O,CCC[O],5,1,2,False,5,1,0
rmg_rxn_295,RMG,CCC[O],C1COCOC1,7,0,3,False,9,0,0
rmg_rxn_296,RMG,CCC[O],CCCOCC,8,0,2,False,8,0,0
rmg_rxn_297,RMG,CCC[O],CCCOCC,8,0,2,False,8,0,0
rmg_rxn_298,RMG,CCC[O],C1COCOC1,7,0,3,False,9,0,0
rmg_rxn_299,RMG,CCC[O],CCCOCC,8,0,2,False,8,0,0
rmg_rxn_300,RMG,[CH]CC,CCCOCC,8,0,1,False,7,0,0
rmg_rxn_301,RMG,[NH]N,CC[CH]OCC,5,2,1,False,6,0,0
rmg_rxn_302,RMG,CC[NH],CC[CH]OCC,7,1,1,False,7,0,0
rmg_rxn_303,RMG,CC#CC,CC[CH]OCC,9,0,1,False,7,0,1
rmg_rxn_304,RMG,CCS,CC[CH]OCC,7,0,1,False,7,0,0
rmg_rxn_305,RMG,CC=NO,CC[CH]OCC,7,1,2,False,7,1,0
rmg_rxn_306,RMG,CCN=O,CC[CH]OCC,7,1,2,False,7,1,0
rmg_rxn_307,RMG,[CH2]CSCC,CCCOCC,9,0,1,False,9,0,0
rmg_rxn_308,RMG,C[CH]CC,CCCOCC,9,0,1,False,8,0,0
rmg_rxn_309,RMG,[CH2]CCC,CCCOCC,9,0,1,False,8,0,0
rmg_rxn_310,RMG,[CH]1OCCCO1,CCCOCC,9,0,3,False,11,0,0
rmg_rxn_311,RMG,CCSCC,CC[CH]OCC,9,0,1,False,9,0,0
rmg_rxn_312,RMG,S,CC[CH]OCC,5,0,1,False,5,0,0
rmg_rxn_313,RMG,C=C=[N],CCCOCC,7,1,1,False,5,2,0
rmg_rxn_314,RMG,[O-][N+](=N)[CH2],CCCOCC,6,2,2,False,7,1,0
rmg_rxn_315,RMG,[O-][N+](=[N])C,CCCOCC,6,2,2,False,7,1,0
