reaction,server,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds
rmg_rxn_2858,RMG,[NH]N=O,ON1CC1,2,3,2,False,5,1,0
rmg_rxn_2859,RMG,[O-][NH+]=N,[O]N1CC1,2,3,2,False,5,1,0
rmg_rxn_2860,RMG,CN=O,[O]N1CC1,3,2,2,False,5,1,0
rmg_rxn_2861,RMG,N=O,[O]N1CC1,2,2,2,False,4,1,0
rmg_rxn_2862,RMG,ON1CC1,[CH2]C#CC,6,1,1,False,6,0,1
rmg_rxn_2863,RMG,ON1CC1,[O-][NH+][CH]C,4,2,2,False,7,0,0
rmg_rxn_2864,RMG,CC[S],ON1CC1,4,1,1,False,6,0,0
rmg_rxn_2865,RMG,ON1CC1,[CH2]SCC,5,1,1,False,7,0,0
rmg_rxn_2866,RMG,ON1CC1,[CH2]CC,5,1,1,False,6,0,0
rmg_rxn_2867,RMG,[N-]=[NH2+],[O]N1CC1,2,3,1,False,4,1,0
rmg_rxn_2868,RMG,ON1CC1,[O-][NH+]C[CH2],4,2,2,False,7,0,0
rmg_rxn_2869,RMG,CC=N[O],ON1CC1,4,2,2,False,6,1,0
rmg_rxn_2870,RMG,[O]N1CC1,CCN=O,4,2,2,False,6,1,0
rmg_rxn_2871,RMG,[O]N1CC1,[O-][NH+]=CC,4,2,2,False,6,1,0
rmg_rxn_2872,RMG,ON1CC1,[CH2]CSCC,6,1,1,False,8,0,0
rmg_rxn_2873,RMG,ON1CC1,C[CH]CC,6,1,1,False,7,0,0
rmg_rxn_2874,RMG,ON1CC1,[CH2]OCCC,6,1,2,False,8,0,0
rmg_rxn_2875,RMG,ON1CC1,[CH2]CCC,6,1,1,False,7,0,0
rmg_rxn_2876,RMG,ON1CC1,[CH]1OCCCO1,6,1,3,False,10,0,0
rmg_rxn_2877,RMG,ON1CC1,CCS[CH]C,6,1,1,False,8,0,0
rmg_rxn_2878,RMG,[SH],ON1CC1,2,1,1,False,4,0,0
rmg_rxn_2879,RMG,C=C=[N],ON1CC1,4,2,1,False,4,2,0
rmg_rxn_2880,RMG,[O-][N+](=N)[CH2],ON1CC1,3,3,2,False,6,1,0
rmg_rxn_2881,RMG,[O-][N+](=N)[CH2],ON1CC1,3,3,2,False,6,1,0
rmg_rxn_2882,RMG,[O-][N+](=[N])C,ON1CC1,3,3,2,False,6,1,0
rmg_rxn_2883,RMG,[O-][N+](=[N])C,ON1CC1,3,3,2,False,6,1,0
rmg_rxn_2884,RMG,ON1CC1,[CH2]COCCC,7,1,2,False,9,0,0
rmg_rxn_2885,RMG,CC[O],ON1CC1,4,1,2,False,6,0,0
rmg_rxn_2886,RMG,[CH2]CN=O,ON1CC1,4,2,2,False,6,1,0
rmg_rxn_2887,RMG,ON1CC1,[CH]1COCOC1,6,1,3,False,10,0,0
rmg_rxn_2888,RMG,ON1CC1,C[CH]COCC,7,1,2,False,9,0,0
rmg_rxn_2889,RMG,ON1CC1,[CH2]CCOCC,7,1,2,False,9,0,0
rmg_rxn_2890,RMG,ON1CC1,[CH]1CCOCO1,6,1,3,False,10,0,0
rmg_rxn_2891,RMG,ON1CC1,C[CH]OCCC,7,1,2,False,9,0,0
rmg_rxn_2892,RMG,ON1CC1,[CH2]COCC,6,1,2,False,8,0,0
rmg_rxn_2893,RMG,ON1CC1,CCC[O],5,1,2,False,7,0,0
rmg_rxn_2894,RMG,ON1CC1,CC[CH]OCC,7,1,2,False,9,0,0
rmg_rxn_2895,RMG,ON1CC1,[CH]=CC,5,1,1,False,5,1,0
rmg_rxn_2896,RMG,ON1CC1,[CH2]C[N]O,4,2,2,False,7,0,0
rmg_rxn_2897,RMG,[O-][NH+]([NH])C,[O]N1CC1,3,3,2,False,7,0,0
rmg_rxn_2898,RMG,ON1CC1,[C]1=CC=C[CH]C1,8,1,1,False,8,2,0
rmg_rxn_2899,RMG,[C]#N,ON1CC1,3,2,1,False,4,0,1
rmg_rxn_2900,RMG,ON1CC1,[C]1=C[CH]CC=C1,8,1,1,False,8,2,0
rmg_rxn_2901,RMG,[O-][NH+]([NH])[CH2],ON1CC1,3,3,2,False,7,0,0
rmg_rxn_2902,RMG,ON1CC1,[C]#CC,5,1,1,False,5,0,1
rmg_rxn_2903,RMG,ON1CC1,[CH2]CC[O],5,1,2,False,7,0,0
rmg_rxn_2904,RMG,ON1CC1,[CH2]CCOC=O,6,1,3,False,8,1,0
rmg_rxn_2905,RMG,[O],ON1CC1,2,1,2,False,4,0,0
rmg_rxn_2906,RMG,[O-][N+]=O,ON1CC1,2,2,3,False,5,1,0
rmg_rxn_2907,RMG,ON1CC1,[CH2]OCCC=O,6,1,3,False,8,1,0
rmg_rxn_2908,RMG,ON1CC1,[CH2]OCC[CH]O,6,1,3,False,9,0,0
rmg_rxn_2909,RMG,ON1CC1,[CH2]CO[CH2],5,1,2,False,7,0,0
rmg_rxn_2910,RMG,ON1CC1,[CH2]C[CH]OCO,6,1,3,False,9,0,0
rmg_rxn_2911,RMG,ON1CC1,[CH2]CCO[CH]O,6,1,3,False,9,0,0
rmg_rxn_2912,RMG,ON1CC1,CC[CH]OC[O],6,1,3,False,9,0,0
rmg_rxn_2913,RMG,ON1CC1,C=CCOC[O],6,1,3,False,8,1,0
rmg_rxn_2914,RMG,ON1CC1,[CH2]O[CH]CCO,6,1,3,False,9,0,0
rmg_rxn_2915,RMG,ON1CC1,[CH2]OC[CH]CO,6,1,3,False,9,0,0
rmg_rxn_2916,RMG,ON1CC1,CO[CH]CC[O],6,1,3,False,9,0,0
rmg_rxn_2917,RMG,ON1CC1,COC[CH]C[O],6,1,3,False,9,0,0
rmg_rxn_2918,RMG,ON1CC1,C[CH]COC[O],6,1,3,False,9,0,0
rmg_rxn_2919,RMG,[O-][NH+]1CC1,[N-][NH+]=CCC,5,3,1,False,7,1,0
rmg_rxn_2920,RMG,ON1CC1,[N-][NH+]=CCC,5,3,1,False,7,1,0
rmg_rxn_2921,RMG,[O-][NH+]1CC1,[CH2]C[CH2],5,1,1,False,6,0,0
rmg_rxn_2922,RMG,ON1CC1,[CH2]C[CH2],5,1,1,False,6,0,0
rmg_rxn_2923,RMG,[CH2]C[O],[O-][NH+]1CC1,4,1,2,False,6,0,0
rmg_rxn_2924,RMG,[CH2]C[O],ON1CC1,4,1,2,False,6,0,0
rmg_rxn_2925,RMG,[CH2]CS,[O-][NH+]1CC1,4,1,1,False,6,0,0
rmg_rxn_2926,RMG,[CH2]CS,ON1CC1,4,1,1,False,6,0,0
rmg_rxn_2927,RMG,CC[N][O],ON1CC1,4,2,2,False,7,0,0
rmg_rxn_2928,RMG,CC[N][O],[O-][NH+]1CC1,4,2,2,False,7,0,0
rmg_rxn_2929,RMG,[O]N1CC1,[O-][NH+]1CC1,4,2,2,False,8,0,0
rmg_rxn_2930,RMG,[CH2],[CH2]CC,4,0,0,False,2,0,0
rmg_rxn_2931,RMG,[NH]N,[CH2],1,2,0,False,1,0,0
rmg_rxn_2932,RMG,[CH2],CC[NH],3,1,0,False,2,0,0
rmg_rxn_2933,RMG,[O]O,[CH2],1,0,2,False,1,0,0
rmg_rxn_2934,RMG,[CH2],[CH2]OCCCO,5,0,2,False,5,0,0
rmg_rxn_2935,RMG,[CH2],COCCC[O],5,0,2,False,5,0,0
rmg_rxn_2936,RMG,[CH2],[CH2]CCOCO,5,0,2,False,5,0,0
rmg_rxn_2937,RMG,[CH2],CCCOC[O],5,0,2,False,5,0,0
rmg_rxn_2938,RMG,[OH],[CH3],1,0,1,False,0,0,0
rmg_rxn_2939,RMG,NN=O,[CH2],1,2,1,False,1,1,0
rmg_rxn_2940,RMG,[O-][NH+]=N,[CH2],1,2,1,False,1,1,0
rmg_rxn_2941,RMG,[CH2],CN=O,2,1,1,False,1,1,0
rmg_rxn_2942,RMG,N=O,[CH2],1,1,1,False,0,1,0
rmg_rxn_2943,RMG,[CH2],CC#CC,5,0,0,False,2,0,1
rmg_rxn_2944,RMG,[CH2],[O-][NH+]CC,3,1,1,False,3,0,0
rmg_rxn_2945,RMG,[CH2],CCS,3,0,0,False,2,0,0
rmg_rxn_2946,RMG,[CH2],CSCC,4,0,0,False,3,0,0
rmg_rxn_2947,RMG,[CH2],CCC,4,0,0,False,2,0,0
rmg_rxn_2948,RMG,[N-]=[NH2+],[CH2],1,2,0,False,0,1,0
rmg_rxn_2949,RMG,[CH2],[O-][NH+]CC,3,1,1,False,3,0,0
rmg_rxn_2950,RMG,[CH2],CC=NO,3,1,1,False,2,1,0
rmg_rxn_2951,RMG,[CH2],CCN=O,3,1,1,False,2,1,0
rmg_rxn_2952,RMG,[CH2],[O-][NH+]=CC,3,1,1,False,2,1,0
rmg_rxn_2953,RMG,[CH2],CCSCC,5,0,0,False,4,0,0
rmg_rxn_2954,RMG,[CH2],CCCC,5,0,0,False,3,0,0
rmg_rxn_2955,RMG,[CH2],CCCOC,5,0,1,False,4,0,0
rmg_rxn_2956,RMG,[CH2],CCCC,5,0,0,False,3,0,0
rmg_rxn_2957,RMG,[CH2],C1COCOC1,5,0,2,False,6,0,0
rmg_rxn_2958,RMG,[CH2],CCSCC,5,0,0,False,4,0,0
rmg_rxn_2959,RMG,S,[CH2],1,0,0,False,0,0,0
rmg_rxn_2960,RMG,[CH2],CC#N,3,1,0,False,1,0,1
rmg_rxn_2961,RMG,[CH2],[O-][N+](=N)C,2,2,1,False,2,1,0
rmg_rxn_2962,RMG,[CH3],[O-][N+](=N)[CH2],2,2,1,False,2,1,0
rmg_rxn_2963,RMG,[CH2],[O-][N+](=N)C,2,2,1,False,2,1,0
rmg_rxn_2964,RMG,[CH3],[O-][N+](=[N])C,2,2,1,False,2,1,0
rmg_rxn_2965,RMG,[CH2],CCCOCC,6,0,1,False,5,0,0
rmg_rxn_2966,RMG,[CH2],CCO,3,0,1,False,2,0,0
rmg_rxn_2967,RMG,[CH2],CCN=O,3,1,1,False,2,1,0
rmg_rxn_2968,RMG,[CH2],C1COCOC1,5,0,2,False,6,0,0
rmg_rxn_2969,RMG,[CH2],CCCOCC,6,0,1,False,5,0,0
rmg_rxn_2970,RMG,[CH2],CCCOCC,6,0,1,False,5,0,0
rmg_rxn_2971,RMG,[CH2],C1COCOC1,5,0,2,False,6,0,0
rmg_rxn_2972,RMG,[CH2],CCCOCC,6,0,1,False,5,0,0
rmg_rxn_2973,RMG,[CH2],CCOCC,5,0,1,False,4,0,0
rmg_rxn_2974,RMG,[CH2],CCCO,4,0,1,False,3,0,0
rmg_rxn_2975,RMG,[CH2],CCCOCC,6,0,1,False,5,0,0
rmg_rxn_2976,RMG,[CH3],[CH]=CC,4,0,0,False,1,1,0
rmg_rxn_2977,RMG,[CH2],CC[N]O,3,1,1,False,3,0,0
rmg_rxn_2978,RMG,[CH2],[O-][NH+]([NH])C,2,2,1,False,3,0,0
rmg_rxn_2979,RMG,[CH2],[CH]1C=CC=CC1,7,0,0,False,4,2,0
rmg_rxn_2980,RMG,[C]#N,[CH3],2,1,0,False,0,0,1
rmg_rxn_2981,RMG,[CH2],[CH]1C=CC=CC1,7,0,0,False,4,2,0
rmg_rxn_2982,RMG,[CH2],[O-][NH+]([NH])C,2,2,1,False,3,0,0
rmg_rxn_2983,RMG,[CH3],[C]#CC,4,0,0,False,1,0,1
rmg_rxn_2984,RMG,[CH2],CCC[O],4,0,1,False,3,0,0
rmg_rxn_2985,RMG,[CH2],CCCOC=O,5,0,2,False,4,1,0
rmg_rxn_2986,RMG,[OH],[CH2],1,0,1,False,0,0,0
rmg_rxn_2987,RMG,ON=O,[CH2],1,1,2,False,1,1,0
rmg_rxn_2988,RMG,[CH2],COCCC=O,5,0,2,False,4,1,0
rmg_rxn_2989,RMG,[CH2],[CH2]OCCCO,5,0,2,False,5,0,0
rmg_rxn_2990,RMG,[CH2],[CH2]OCC,4,0,1,False,3,0,0
rmg_rxn_2991,RMG,[CH2],[CH2]CCOCO,5,0,2,False,5,0,0
rmg_rxn_2992,RMG,[CH2],[CH2]CCOCO,5,0,2,False,5,0,0
rmg_rxn_2993,RMG,[CH2],CCCOC[O],5,0,2,False,5,0,0
rmg_rxn_2994,RMG,[CH2],C=CCOCO,5,0,2,False,4,1,0
rmg_rxn_2995,RMG,[CH2],[CH2]OCCCO,5,0,2,False,5,0,0
rmg_rxn_2996,RMG,[CH2],[CH2]OCCCO,5,0,2,False,5,0,0
rmg_rxn_2997,RMG,[CH2],COCCC[O],5,0,2,False,5,0,0
rmg_rxn_2998,RMG,[CH2],COCCC[O],5,0,2,False,5,0,0
rmg_rxn_2999,RMG,[CH2],CCCOC[O],5,0,2,False,5,0,0
rmg_rxn_3000,RMG,[CH2],[NH-][NH+]=CCC,4,2,0,False,3,1,0
rmg_rxn_3001,RMG,[CH2],[CH2]CC,4,0,0,False,2,0,0
rmg_rxn_3002,RMG,[CH2],CC[O],3,0,1,False,2,0,0
rmg_rxn_3003,RMG,[CH2],CCS,3,0,0,False,2,0,0
rmg_rxn_3004,RMG,[CH2],ON1CC1,3,1,1,False,4,0,0
rmg_rxn_3005,RMG,[CH2],[O-][NH+]1CC1,3,1,1,False,4,0,0
rmg_rxn_3006,RMG,[CH2],[O-][NH+]CC,3,1,1,False,3,0,0
rmg_rxn_3007,RMG,[CH]CC,[CH2]OCCC,7,0,1,False,6,0,0
rmg_rxn_3008,RMG,[NH]N,[CH2]CCO[CH2],4,2,1,False,5,0,0
rmg_rxn_3009,RMG,CC[NH],[CH2]CCO[CH2],6,1,1,False,6,0,0
rmg_rxn_3010,RMG,[O]O,[CH2]CCO[CH2],4,0,3,False,5,0,0
rmg_rxn_3011,RMG,[CH2]OCCC[O],[CH2]OCCC,8,0,3,False,9,0,0
rmg_rxn_3012,RMG,[CH2]CCO[CH2],COCCC[O],8,0,3,False,9,0,0
rmg_rxn_3013,RMG,[CH2]CCOC[O],[CH2]OCCC,8,0,3,False,9,0,0
rmg_rxn_3014,RMG,[CH2]CCO[CH2],CCCOC[O],8,0,3,False,9,0,0
rmg_rxn_3015,RMG,[OH],[CH2]OCCC,4,0,2,False,4,0,0
rmg_rxn_3016,RMG,NN=O,[CH2]CCO[CH2],4,2,2,False,5,1,0
rmg_rxn_3017,RMG,[O-][NH+]=N,[CH2]CCO[CH2],4,2,2,False,5,1,0
rmg_rxn_3018,RMG,CN=O,[CH2]CCO[CH2],5,1,2,False,5,1,0
rmg_rxn_3019,RMG,N=O,[CH2]CCO[CH2],4,1,2,False,4,1,0
rmg_rxn_3020,RMG,CC#CC,[CH2]CCO[CH2],8,0,1,False,6,0,1
rmg_rxn_3021,RMG,[O-][NH+]CC,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_3022,RMG,CCS,[CH2]CCO[CH2],6,0,1,False,6,0,0
rmg_rxn_3023,RMG,CSCC,[CH2]CCO[CH2],7,0,1,False,7,0,0
rmg_rxn_3024,RMG,[CH2]CC,[CH2]OCCC,7,0,1,False,6,0,0
rmg_rxn_3025,RMG,[N-]=[NH2+],[CH2]CCO[CH2],4,2,1,False,4,1,0
rmg_rxn_3026,RMG,[O-][NH+]CC,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_3027,RMG,CC=NO,[CH2]CCO[CH2],6,1,2,False,6,1,0
rmg_rxn_3028,RMG,CCN=O,[CH2]CCO[CH2],6,1,2,False,6,1,0
rmg_rxn_3029,RMG,[O-][NH+]=CC,[CH2]CCO[CH2],6,1,2,False,6,1,0
rmg_rxn_3030,RMG,[CH2]CSCC,[CH2]OCCC,8,0,1,False,8,0,0
rmg_rxn_3031,RMG,[CH2]CCO[CH2],CCCC,8,0,1,False,7,0,0
rmg_rxn_3032,RMG,[CH2]CCO[CH2],CCCOC,8,0,2,False,8,0,0
rmg_rxn_3033,RMG,[CH2]CCO[CH2],CCCC,8,0,1,False,7,0,0
rmg_rxn_3034,RMG,[CH2]CCO[CH2],C1COCOC1,8,0,3,False,10,0,0
rmg_rxn_3035,RMG,[CH2]CCO[CH2],CCSCC,8,0,1,False,8,0,0
rmg_rxn_3036,RMG,S,[CH2]CCO[CH2],4,0,1,False,4,0,0
rmg_rxn_3037,RMG,CC#N,[CH2]CCO[CH2],6,1,1,False,5,0,1
rmg_rxn_3038,RMG,[O-][N+](=N)[CH2],[CH2]OCCC,5,2,2,False,6,1,0
rmg_rxn_3039,RMG,[O-][N+](=N)[CH2],[CH2]OCCC,5,2,2,False,6,1,0
rmg_rxn_3040,RMG,[O-][N+](=N)C,[CH2]CCO[CH2],5,2,2,False,6,1,0
rmg_rxn_3041,RMG,[O-][N+](=[N])C,[CH2]OCCC,5,2,2,False,6,1,0
rmg_rxn_3042,RMG,[CH2]OCCC,[CH2]COCCC,9,0,2,False,9,0,0
rmg_rxn_3043,RMG,CC[O],[CH2]OCCC,6,0,2,False,6,0,0
rmg_rxn_3044,RMG,CCN=O,[CH2]CCO[CH2],6,1,2,False,6,1,0
rmg_rxn_3045,RMG,[CH2]CCO[CH2],C1COCOC1,8,0,3,False,10,0,0
rmg_rxn_3046,RMG,[CH2]CCO[CH2],CCCOCC,9,0,2,False,9,0,0
rmg_rxn_3047,RMG,[CH2]CCO[CH2],CCCOCC,9,0,2,False,9,0,0
rmg_rxn_3048,RMG,[CH2]CCO[CH2],C1COCOC1,8,0,3,False,10,0,0
rmg_rxn_3049,RMG,[CH2]CCO[CH2],CCCOCC,9,0,2,False,9,0,0
rmg_rxn_3050,RMG,[CH2]COCC,[CH2]OCCC,8,0,2,False,8,0,0
rmg_rxn_3051,RMG,CCC[O],[CH2]OCCC,7,0,2,False,7,0,0
rmg_rxn_3052,RMG,[CH2]CCO[CH2],CCCOCC,9,0,2,False,9,0,0
rmg_rxn_3053,RMG,[CH]=CC,[CH2]OCCC,7,0,1,False,5,1,0
rmg_rxn_3054,RMG,CC[N]O,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_3055,RMG,[O-][NH+]([NH])C,[CH2]CCO[CH2],5,2,2,False,7,0,0
rmg_rxn_3056,RMG,[CH2]OCCC,[C]1=CC=C[CH]C1,10,0,1,False,8,2,0
rmg_rxn_3057,RMG,[C]#N,[CH2]OCCC,5,1,1,False,4,0,1
rmg_rxn_3058,RMG,[CH2]CCO[CH2],[CH]1C=CC=CC1,10,0,1,False,8,2,0
rmg_rxn_3059,RMG,[O-][NH+]([NH])[CH2],[CH2]OCCC,5,2,2,False,7,0,0
rmg_rxn_3060,RMG,[C]#CC,[CH2]OCCC,7,0,1,False,5,0,1
rmg_rxn_3061,RMG,[CH2]CC[O],[CH2]OCCC,7,0,2,False,7,0,0
rmg_rxn_3062,RMG,[CH2]CCO[CH2],CCCOC=O,8,0,3,False,8,1,0
rmg_rxn_3063,RMG,[O],[CH2]OCCC,4,0,2,False,4,0,0
rmg_rxn_3064,RMG,ON=O,[CH2]CCO[CH2],4,1,3,False,5,1,0
rmg_rxn_3065,RMG,[CH2]CCO[CH2],COCCC=O,8,0,3,False,8,1,0
rmg_rxn_3066,RMG,[CH2]CCO[CH2],[CH2]OCCCO,8,0,3,False,9,0,0
rmg_rxn_3067,RMG,[CH2]CO[CH2],[CH2]OCCC,7,0,2,False,7,0,0
rmg_rxn_3068,RMG,[CH2]CCO[CH2],[CH2]CCOCO,8,0,3,False,9,0,0
rmg_rxn_3069,RMG,[CH2]CCO[CH2],[CH2]CCOCO,8,0,3,False,9,0,0
rmg_rxn_3070,RMG,[CH2]CCO[CH2],CCCOC[O],8,0,3,False,9,0,0
rmg_rxn_3071,RMG,C=CCOC[O],[CH2]OCCC,8,0,3,False,8,1,0
rmg_rxn_3072,RMG,[CH2]CCO[CH2],[CH2]OCCCO,8,0,3,False,9,0,0
rmg_rxn_3073,RMG,[CH2]CCO[CH2],[CH2]OCCCO,8,0,3,False,9,0,0
rmg_rxn_3074,RMG,[CH2]CCO[CH2],COCCC[O],8,0,3,False,9,0,0
rmg_rxn_3075,RMG,[CH2]CCO[CH2],COCCC[O],8,0,3,False,9,0,0
rmg_rxn_3076,RMG,[CH2]CCO[CH2],CCCOC[O],8,0,3,False,9,0,0
rmg_rxn_3077,RMG,[NH-][NH+]=CCC,[CH2]CCO[CH2],7,2,1,False,7,1,0
rmg_rxn_3078,RMG,[CH2]CC,[CH2]CCO[CH2],7,0,1,False,6,0,0
rmg_rxn_3079,RMG,[CH2]C[O],[CH2]OCCC,6,0,2,False,6,0,0
rmg_rxn_3080,RMG,CCS,[CH2]CCO[CH2],6,0,1,False,6,0,0
rmg_rxn_3081,RMG,ON1CC1,[CH2]CCO[CH2],6,1,2,False,8,0,0
rmg_rxn_3082,RMG,[O-][NH+]1CC1,[CH2]CCO[CH2],6,1,2,False,8,0,0
rmg_rxn_3083,RMG,[CH2],[CH2]OCCC,5,0,1,False,4,0,0
rmg_rxn_3084,RMG,[O-][NH+]CC,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_3085,RMG,[N-]=[NH+]CCC,C[CH]CC,7,2,0,False,6,1,0
rmg_rxn_3086,RMG,[N-]=[NH+]CCC,[CH2]CCC,7,2,0,False,6,1,0
rmg_rxn_3087,RMG,[N-]=[NH+]CCC,C[CH]COCC,8,2,1,False,8,1,0
rmg_rxn_3088,RMG,[N-]=[NH+]CCC,CC[CH]OCC,8,2,1,False,8,1,0
rmg_rxn_3089,RMG,[N-]=[NH+]CCC,C[CH]OCCC,8,2,1,False,8,1,0
rmg_rxn_3090,RMG,[N-]=[NH+]CCC,[CH2]CCOCC,8,2,1,False,8,1,0
rmg_rxn_3091,RMG,[N-]=[NH+]CCC,[CH2]COCCC,8,2,1,False,8,1,0
rmg_rxn_3092,RMG,[N-]=[NH+]CCC,[CH]1COCOC1,7,2,2,False,9,1,0
rmg_rxn_3093,RMG,[N-]=[NH+]CCC,[CH]1CCOCO1,7,2,2,False,9,1,0
rmg_rxn_3094,RMG,[N-]=[NH+]CCC,[CH]1OCCCO1,7,2,2,False,9,1,0
rmg_rxn_3095,RMG,[SH],[N-]=[NH+]CCC,3,2,0,False,3,1,0
rmg_rxn_3096,RMG,[N-]=[NH+]CCC,CCS[CH]C,7,2,0,False,7,1,0
rmg_rxn_3097,RMG,[N-]=[NH+]CCC,[CH2]CSCC,7,2,0,False,7,1,0
rmg_rxn_3098,RMG,CCN=O,[N-][NH+]=CCC,5,3,1,False,5,2,0
rmg_rxn_3099,RMG,[CH2]CN=O,[N-]=[NH+]CCC,5,3,1,False,5,2,0
rmg_rxn_3100,RMG,[O-][N+](=[N])C,[N-]=[NH+]CCC,4,4,1,False,5,2,0
rmg_rxn_3101,RMG,[O-][N+](=N)[CH2],[N-]=[NH+]CCC,4,4,1,False,5,2,0
rmg_rxn_3102,RMG,C=C=[N],[N-]=[NH+]CCC,5,3,0,False,3,3,0
rmg_rxn_3103,RMG,[N-]=[NH+]CCC,[CH2]C#CC,7,2,0,False,5,1,1
rmg_rxn_3104,RMG,[O],[N-]=[NH+]CCC,3,2,1,False,3,1,0
rmg_rxn_3105,RMG,ON=O,[N-][NH+]=CCC,3,3,2,False,4,2,0
rmg_rxn_3106,RMG,[CH2],[N-]=[NH+]CCC,4,2,0,False,3,1,0
rmg_rxn_3107,RMG,CC[NH],[N-][NH+]=CCC,5,3,0,False,5,1,0
rmg_rxn_3108,RMG,[N]N,[N-]=[NH+]CCC,3,4,0,False,4,1,0
rmg_rxn_3109,RMG,[CH]CC,[N-]=[NH+]CCC,6,2,0,False,5,1,0
rmg_rxn_3110,RMG,[CH2]C[CH2],[N-]=[NH+]CCC,6,2,0,False,5,1,0
rmg_rxn_3111,RMG,[CH2]CO[CH2],[N-]=[NH+]CCC,6,2,1,False,6,1,0
rmg_rxn_3112,RMG,CC[S],[N-]=[NH+]CCC,5,2,0,False,5,1,0
rmg_rxn_3113,RMG,[CH2]CS,[N-]=[NH+]CCC,5,2,0,False,5,1,0
rmg_rxn_3114,RMG,[O-][N+](=[N])C,[N-]=[NH+]CCC,4,4,1,False,5,2,0
rmg_rxn_3115,RMG,[N-]=[NH+]CCC,[CH2]CCO[CH2],7,2,1,False,7,1,0
rmg_rxn_3116,RMG,CC=NO,[N-][NH+]=CCC,5,3,1,False,5,2,0
rmg_rxn_3117,RMG,CCC[O],[N-]=[NH+]CCC,6,2,1,False,6,1,0
rmg_rxn_3118,RMG,[CH2]C[O],[N-]=[NH+]CCC,5,2,1,False,5,1,0
rmg_rxn_3119,RMG,[CH2]CC[O],[N-]=[NH+]CCC,6,2,1,False,6,1,0
rmg_rxn_3120,RMG,[CH]=CC,[N-]=[NH+]CCC,6,2,0,False,4,2,0
rmg_rxn_3121,RMG,CC[O],[N-]=[NH+]CCC,5,2,1,False,5,1,0
rmg_rxn_3122,RMG,[O]O,[N-][NH+]=CCC,3,2,2,False,4,1,0
rmg_rxn_3123,RMG,[O-][NH+]CC,[N-][NH+]=CCC,5,3,1,False,6,1,0
rmg_rxn_3124,RMG,[O-][NH+]C[CH2],[N-]=[NH+]CCC,5,3,1,False,6,1,0
rmg_rxn_3125,RMG,[O-][NH+][CH]C,[N-]=[NH+]CCC,5,3,1,False,6,1,0
rmg_rxn_3126,RMG,[CH2]CC,[N-]=[NH+]CCC,6,2,0,False,5,1,0
rmg_rxn_3127,RMG,[CH2]SCC,[N-]=[NH+]CCC,6,2,0,False,6,1,0
rmg_rxn_3128,RMG,[CH2]C[N]O,[N-]=[NH+]CCC,5,3,1,False,6,1,0
rmg_rxn_3129,RMG,CN=O,[N-][NH+]=CCC,4,3,1,False,4,2,0
rmg_rxn_3130,RMG,[N-]=[NH+]CCC,[CH2]COCC,7,2,1,False,7,1,0
rmg_rxn_3131,RMG,[C]#CC,[N-]=[NH+]CCC,6,2,0,False,4,1,1
rmg_rxn_3132,RMG,[N-]=[NH+]CCC,[CH2]OCCC,7,2,1,False,7,1,0
rmg_rxn_3133,RMG,[O-][NH+]=N,[N-][NH+]=CCC,3,4,1,False,4,2,0
rmg_rxn_3134,RMG,[C]#N,[N-]=[NH+]CCC,4,3,0,False,3,1,1
rmg_rxn_3135,RMG,[N-]=[NH+]CCC,[C]1=CC=C[CH]C1,9,2,0,False,7,3,0
rmg_rxn_3136,RMG,[N-]=[NH+]CCC,[C]1=C[CH]CC=C1,9,2,0,False,7,3,0
rmg_rxn_3137,RMG,[O-][N+](=N)[CH2],[N-]=[NH+]CCC,4,4,1,False,5,2,0
rmg_rxn_3138,RMG,[O-][NH+]([NH])C,[N-][NH+]=CCC,4,4,1,False,6,1,0
rmg_rxn_3139,RMG,[O-][NH+]([NH])[CH2],[N-]=[NH+]CCC,4,4,1,False,6,1,0
rmg_rxn_3140,RMG,[N-]=[NH2+],[N-][NH+]=CCC,3,4,0,False,3,2,0
rmg_rxn_3141,RMG,[O-][NH+]1CC1,[N-][NH+]=CCC,5,3,1,False,7,1,0
rmg_rxn_3142,RMG,[N-]=[NH+]CCC,[CH2]OCCC=O,7,2,2,False,7,2,0
rmg_rxn_3143,RMG,[N-]=[NH+]CCC,C=CCOC[O],7,2,2,False,7,2,0
rmg_rxn_3144,RMG,[N-]=[NH+]CCC,[CH2]CCOC=O,7,2,2,False,7,2,0
rmg_rxn_3145,RMG,ON1CC1,[N-][NH+]=CCC,5,3,1,False,7,1,0
rmg_rxn_3146,RMG,NN=O,[N-][NH+]=CCC,3,4,1,False,4,2,0
rmg_rxn_3147,RMG,[N-]=[NH+]CCC,[CH2]OCCC[O],7,2,2,False,8,1,0
rmg_rxn_3148,RMG,[N-]=[NH+]CCC,[CH2]OC[CH]CO,7,2,2,False,8,1,0
rmg_rxn_3149,RMG,[N-]=[NH+]CCC,[CH2]O[CH]CCO,7,2,2,False,8,1,0
