reaction,server,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds
rmg_rxn_16517,Zeus,[O-][N+](N)C,CC=[N],3,3,1,False,4,1,0
rmg_rxn_16655,Zeus,CC=N,CCC=[N+]([CH2])[O-],6,2,1,False,5,2,0
rmg_rxn_16753,Zeus,CC=[N],CC(=C=C)NN,6,3,0,False,4,3,0
rmg_rxn_16769,Zeus,[O-][NH+]=C,CC=[N],3,2,1,False,2,2,0
rmg_rxn_16638,Zeus,C[C]=N,C1CNO1,4,2,1,False,5,1,0
rmg_rxn_16349,Zeus,C[CH]NO,[C]#CC,5,1,1,False,4,0,1
rmg_rxn_16411,Zeus,[O]N=[N],C[CH]NO,2,3,2,False,4,1,0
rmg_rxn_16358,Zeus,[C]#N,C[CH]NO,3,2,1,False,3,0,1
rmg_rxn_16537,Zeus,[O-][NH+]=N,CC=[N],2,3,1,False,2,2,0
rmg_rxn_16786,Zeus,[H],CC=N,2,1,0,False,1,1,0
rmg_rxn_16624,Zeus,CC=N,[C]1=C[CH]CC=C1,8,1,0,False,5,3,0
rmg_rxn_16715,Zeus,CN=N,C[C]=N,3,3,0,False,2,2,0
rmg_rxn_16623,Zeus,C[C]=N,[CH]1C=CC=CC1,8,1,0,False,5,3,0
rmg_rxn_16548,Zeus,CC=N,[CH2]COCCC,7,1,1,False,6,1,0
rmg_rxn_16389,Zeus,C[CH]NO,[CH2]OCCC[O],6,1,3,False,8,0,0
rmg_rxn_16363,Zeus,[O-][NH+]([NH])[CH2],C[CH]NO,3,3,2,False,6,0,0
rmg_rxn_16732,Zeus,C[C]=N,C=COCOC,6,1,2,False,5,2,0
rmg_rxn_16600,Zeus,C[C]=N,[O-][NH+]CC,4,2,1,False,4,1,0
rmg_rxn_16749,Zeus,CC=[N],[N-]([NH3+])C(=C=C)C,6,3,0,False,4,3,0
rmg_rxn_16330,Zeus,C[CH]NO,C=[C]C,5,1,1,False,4,1,0
rmg_rxn_16522,Zeus,CC=N,[CH2]CC,5,1,0,False,3,1,0
rmg_rxn_16497,Zeus,C[CH]S,CC=N,4,1,0,False,3,1,0
rmg_rxn_16756,Zeus,C[C]=N,CCNOC=CC,7,2,1,False,6,2,0
rmg_rxn_16558,Zeus,[O-][N+](=N)[CH2],CC=N,3,3,1,False,3,2,0
rmg_rxn_16501,Zeus,CC=[N],CC=NO,4,2,1,False,3,2,0
rmg_rxn_16603,Zeus,C[C]=N,CCC,5,1,0,False,3,1,0
rmg_rxn_16452,Zeus,C[CH]NO,C#C[CH]C,6,1,1,False,5,0,1
rmg_rxn_16581,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0
rmg_rxn_16797,Zeus,N=N,CC=[N],2,3,0,False,1,2,0
rmg_rxn_16485,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0
rmg_rxn_16321,Zeus,[CH2]C=NO,C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16662,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0
rmg_rxn_16737,Zeus,CC=N,C[C]=CC,6,1,0,False,3,2,0
rmg_rxn_16351,Zeus,C[CH]NO,CC[CH]OC,6,1,2,False,7,0,0
rmg_rxn_16680,Zeus,C[C]=N,COCCC[O],6,1,2,False,6,1,0
rmg_rxn_16465,Zeus,CC=N,[CH2]CCOCC,7,1,1,False,6,1,0
rmg_rxn_16696,Zeus,[OH],CC=N,2,1,1,False,1,1,0
rmg_rxn_16699,Zeus,CC=[N],ONC=C,4,2,1,False,3,2,0
rmg_rxn_16613,Zeus,C[C]=N,CCCOC,6,1,1,False,5,1,0
rmg_rxn_16658,Zeus,CC=N,[CH2]OC[CH]CO,6,1,2,False,6,1,0
rmg_rxn_16408,Zeus,C=[N],C[CH]NO,3,2,1,False,3,1,0
rmg_rxn_16262,Zeus,C=C=CC,[NH-][NH2+]C(=[C]C)[CH2],8,2,0,False,5,3,0
rmg_rxn_16503,Zeus,CC=N,CCC[O],5,1,1,False,4,1,0
rmg_rxn_16743,Zeus,ON=N,CC=[N],2,3,1,False,2,2,0
rmg_rxn_16776,Zeus,CC=N,[CH2]CN,4,2,0,False,3,1,0
rmg_rxn_16622,Zeus,CC=N,[C]1=CC=C[CH]C1,8,1,0,False,5,3,0
rmg_rxn_16318,Zeus,[O-][N+](=[N])C,C[CH]NO,3,3,2,False,5,1,0
rmg_rxn_16458,Zeus,C[CH]NO,CC(=[C]C)N[NH],6,3,1,False,7,1,0
rmg_rxn_16454,Zeus,[O-][NH+][CH]C,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,8,3,0
rmg_rxn_16430,Zeus,C[CH]NO,[N-][NH2+]C=CC,5,3,1,False,6,1,0
rmg_rxn_16317,Zeus,[CH2]CS,C[CH]NO,4,1,1,False,5,0,0
rmg_rxn_16477,Zeus,C=C=[N],CC=N,4,2,0,False,1,3,0
rmg_rxn_16496,Zeus,CC=[N],CCS,4,1,0,False,3,1,0
rmg_rxn_16311,Zeus,C[CH]NO,[CH2]C[CH2],5,1,1,False,5,0,0
rmg_rxn_16424,Zeus,C[CH]NO,CC=CO[O],5,1,3,False,6,1,0
rmg_rxn_16744,Zeus,ON=[N],CC=N,2,3,1,False,2,2,0
rmg_rxn_16731,Zeus,CC=N,[CH2]OCOC=C,6,1,2,False,5,2,0
rmg_rxn_16521,Zeus,CC=N,C[CH]C,5,1,0,False,3,1,0
rmg_rxn_16798,Zeus,N=N,C[C]=N,2,3,0,False,1,2,0
rmg_rxn_16601,Zeus,CC=N,[O-][NH+]C[CH2],4,2,1,False,4,1,0
rmg_rxn_16492,Zeus,CC=N,[CH2]C[CH2],5,1,0,False,3,1,0
rmg_rxn_16542,Zeus,CC=N,C[CH]CC,6,1,0,False,4,1,0
rmg_rxn_16745,Zeus,ON=N,C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16736,Zeus,C[C]=N,CCC=NN,5,3,0,False,4,2,0
rmg_rxn_16344,Zeus,C[CH]NO,[CH2]SCC,5,1,1,False,6,0,0
rmg_rxn_16433,Zeus,[CH2]N=O,C[CH]NO,3,2,2,False,4,1,0
rmg_rxn_16573,Zeus,CC=N,[CH]CC,5,1,0,False,3,1,0
rmg_rxn_16778,Zeus,ON=[CH],CC=N,3,2,1,False,2,2,0
rmg_rxn_16457,Zeus,C[CH]NO,[N-][NH2+]C(=[C]C)C,6,3,1,False,7,1,0
rmg_rxn_16572,Zeus,[NH]N,C[C]=N,2,3,0,False,2,1,0
rmg_rxn_16652,Zeus,[N-]1O[NH+]1C,C[C]=N,3,3,1,False,5,1,0
rmg_rxn_16808,Zeus,C[C]=N,C=C=CC,6,1,0,False,2,3,0
rmg_rxn_16373,Zeus,[O]N1CC1,C[CH]NO,4,2,2,False,7,0,0
rmg_rxn_16534,Zeus,CC=N,[CH2]OCCC,6,1,1,False,5,1,0
rmg_rxn_16610,Zeus,C[C]=N,CCOCC,6,1,1,False,5,1,0
rmg_rxn_16292,Zeus,CCN=O,[O-][NH+][CH]C,4,2,2,False,5,1,0
rmg_rxn_16559,Zeus,C=C=[N],CC=N,4,2,0,False,1,3,0
rmg_rxn_16370,Zeus,C[CH]NO,[CH2]OCCC=O,6,1,3,False,7,1,0
rmg_rxn_16428,Zeus,[CH2]C[O],C[CH]NO,4,1,2,False,5,0,0
rmg_rxn_16817,Zeus,CC=[N],[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0
rmg_rxn_16438,Zeus,ON=[CH],C[CH]NO,3,2,2,False,4,1,0
rmg_rxn_16604,Zeus,CC=N,[CH2]CC,5,1,0,False,3,1,0
rmg_rxn_16633,Zeus,CC=[N],CC1NO1,4,2,1,False,5,1,0
rmg_rxn_16495,Zeus,CC=[N],CC=N[O],4,2,1,False,3,2,0
rmg_rxn_16422,Zeus,C[N][NH],C[CH]NO,3,3,1,False,5,0,0
rmg_rxn_16614,Zeus,C[C]=N,CCCOC,6,1,1,False,5,1,0
rmg_rxn_16493,Zeus,[CH2]ON=C,CC=N,4,2,1,False,3,2,0
rmg_rxn_16386,Zeus,[O-][NH+][CH]C,[O-][NH2+]C=C,4,2,2,False,5,1,0
rmg_rxn_16526,Zeus,CC=N,[CH2]C[N]O,4,2,1,False,4,1,0
rmg_rxn_16500,Zeus,CC=N,[CH2]CCO[CH2],6,1,1,False,5,1,0
rmg_rxn_16818,Zeus,CC=N,CC(=[C]C)N[NH],6,3,0,False,5,2,0
rmg_rxn_16773,Zeus,CC=N,[CH2]CN,4,2,0,False,3,1,0
rmg_rxn_16748,Zeus,C[N]N,C[C]=N,3,3,0,False,3,1,0
rmg_rxn_16697,Zeus,N=O,CC=[N],2,2,1,False,1,2,0
rmg_rxn_16419,Zeus,[CH3],C[CH]NO,3,1,1,False,3,0,0
rmg_rxn_16346,Zeus,[CH2]N=O,C[CH]NO,3,2,2,False,4,1,0
rmg_rxn_16635,Zeus,CC=[N],[O-][NH+]1CC1,4,2,1,False,5,1,0
rmg_rxn_16310,Zeus,C[CH]NO,[CH]CC,5,1,1,False,5,0,0
rmg_rxn_16348,Zeus,C[CH]NO,[CH2]COCC,6,1,2,False,7,0,0
rmg_rxn_16709,Zeus,CC=N,[N-]=[NH+]C(=[C]C)C,6,3,0,False,4,3,0
rmg_rxn_16267,Zeus,[N-][NH2+]C(=[C]C)C,[N-]=[NH+]C1C=CCC=C1,10,4,0,False,9,4,0
rmg_rxn_16770,Zeus,[O-][NH+]=C,C[C]=N,3,2,1,False,2,2,0
rmg_rxn_16758,Zeus,C[C]=N,CC=CO[NH+](C)[NH-],6,3,1,False,6,2,0
rmg_rxn_16793,Zeus,CC=N,[CH2]CO[CH2],5,1,1,False,4,1,0
rmg_rxn_16550,Zeus,C[C]=N,C1COCOC1,6,1,2,False,7,1,0
rmg_rxn_16519,Zeus,CC=N,[O-][NH+]C[CH2],4,2,1,False,4,1,0
rmg_rxn_16741,Zeus,[CH3],CC=N,3,1,0,False,1,1,0
rmg_rxn_16325,Zeus,C[CH]NO,[CH2]CCO,5,1,2,False,6,0,0
rmg_rxn_16369,Zeus,C[CH]NO,[CH2]CC=O,5,1,2,False,5,1,0
rmg_rxn_16571,Zeus,[NH]N,C[C]=N,2,3,0,False,2,1,0
rmg_rxn_16380,Zeus,C[CH]NO,[CH2]OCC[CH]O,6,1,3,False,8,0,0
rmg_rxn_16273,Zeus,ON=[CH],[N-][NH2+]C(=[C]C)C,5,3,1,False,5,2,0
rmg_rxn_16347,Zeus,C[CH]NO,C[CH]OCC,6,1,2,False,7,0,0
rmg_rxn_16569,Zeus,[CH2]C[S],CC=N,4,1,0,False,3,1,0
rmg_rxn_16449,Zeus,[NH]N,C[CH]NO,2,3,1,False,4,0,0
rmg_rxn_16504,Zeus,CC=N,C[CH]CO,5,1,1,False,4,1,0
rmg_rxn_16337,Zeus,CC[N][O],C[CH]NO,4,2,2,False,6,0,0
rmg_rxn_16268,Zeus,CC(=[C]C)N[NH],[N-]=[NH+]C1C=CCC=C1,10,4,0,False,9,4,0
rmg_rxn_16278,Zeus,CC(=[C]C)N[NH],[NH-][NH2+]C(=[C]C)C,8,4,0,False,8,2,0
rmg_rxn_16450,Zeus,C[CH]NO,C=[C]C=C,6,1,1,False,4,2,0
rmg_rxn_16468,Zeus,CC=N,[CH]1CCOCO1,6,1,2,False,7,1,0
rmg_rxn_16515,Zeus,[CH2]CO,CC=N,4,1,1,False,3,1,0
rmg_rxn_16592,Zeus,C[C]=N,C=CC,5,1,0,False,2,2,0
rmg_rxn_16463,Zeus,CC=N,CC[CH]OCC,7,1,1,False,6,1,0
rmg_rxn_16375,Zeus,[NH]N=O,C[CH]NO,2,3,2,False,4,1,0
rmg_rxn_16641,Zeus,C[C]=N,CCC=O,5,1,1,False,3,2,0
rmg_rxn_16462,Zeus,CC=N,C[CH]COCC,7,1,1,False,6,1,0
rmg_rxn_16403,Zeus,C[CH]NO,[N-]=[NH+]C(=[C]C)C,6,3,1,False,6,2,0
rmg_rxn_16713,Zeus,CN=N,CC=[N],3,3,0,False,2,2,0
rmg_rxn_16447,Zeus,N=N,[O-][NH+][CH]C,2,3,1,False,3,1,0
rmg_rxn_16812,Zeus,C[C]=N,[N-]=[NH+]C1C=CCC=C1,8,3,0,False,6,4,0
rmg_rxn_16516,Zeus,[O]O,CC=[N],2,1,2,False,2,1,0
rmg_rxn_16689,Zeus,CC=[N],[NH-][NH+]=CCC,5,3,0,False,4,2,0
rmg_rxn_16720,Zeus,C=N,C[C]=N,3,2,0,False,1,2,0
rmg_rxn_16822,Zeus,C[C]=N,[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0
rmg_rxn_16711,Zeus,N[N]O,CC=[N],2,3,1,False,3,1,0
rmg_rxn_16364,Zeus,[N-]=[NH2+],[O-][NH+][CH]C,2,3,1,False,3,1,0
rmg_rxn_16677,Zeus,CC=N,COC[CH]C[O],6,1,2,False,6,1,0
rmg_rxn_16481,Zeus,[CH2],CC=N,3,1,0,False,1,1,0
rmg_rxn_16795,Zeus,C[CH2],CC=N,4,1,0,False,2,1,0
rmg_rxn_16329,Zeus,C[CH]NO,[CH2]C=C,5,1,1,False,4,1,0
rmg_rxn_16611,Zeus,CC=N,[CH2]COCC,6,1,1,False,5,1,0
rmg_rxn_16806,Zeus,C[C]=N,C=C=CC,6,1,0,False,2,3,0
rmg_rxn_16507,Zeus,[SH],CC=[N],2,1,0,False,1,1,0
rmg_rxn_16772,Zeus,CC=N,C[CH]N,4,2,0,False,3,1,0
rmg_rxn_16547,Zeus,CC=N,[CH2]CCOCC,7,1,1,False,6,1,0
rmg_rxn_16779,Zeus,ON=C,C[C]=N,3,2,1,False,2,2,0
rmg_rxn_16281,Zeus,C[CH]NO,C[CH]COCC,7,1,2,False,8,0,0
rmg_rxn_16313,Zeus,C[CH]NO,[CH2]CO[CH2],5,1,2,False,6,0,0
rmg_rxn_16665,Zeus,CC=N,[CH2]CCOC[O],6,1,2,False,6,1,0
rmg_rxn_16406,Zeus,[CH2]N=N,C[CH]NO,3,3,1,False,4,1,0
rmg_rxn_16359,Zeus,C[CH]NO,[C]1=CC=C[CH]C1,8,1,1,False,7,2,0
rmg_rxn_16487,Zeus,[CH2]C[S],CC=N,4,1,0,False,3,1,0
rmg_rxn_16540,Zeus,CC=N,[C]1=CC=C[CH]C1,8,1,0,False,5,3,0
rmg_rxn_16809,Zeus,CC=[N],CC=CC1C=CCC=C1,11,1,0,False,7,4,0
rmg_rxn_16666,Zeus,CC=N,[CH2]C[CH]OCO,6,1,2,False,6,1,0
rmg_rxn_16394,Zeus,[CH2]C[S],C[CH]NO,4,1,1,False,5,0,0
rmg_rxn_16489,Zeus,[NH]N,CC=[N],2,3,0,False,2,1,0
rmg_rxn_16553,Zeus,C[C]=N,CCSCC,6,1,0,False,5,1,0
rmg_rxn_16646,Zeus,C[C]=N,C=CCOCO,6,1,2,False,5,2,0
rmg_rxn_16561,Zeus,[O],CC=N,2,1,1,False,1,1,0
rmg_rxn_16590,Zeus,[CH2]C[O],CC=N,4,1,1,False,3,1,0
rmg_rxn_16810,Zeus,C[C]=N,CC=CC1C=CCC=C1,11,1,0,False,7,4,0
rmg_rxn_16288,Zeus,C[CH]NO,[CH]1OCCCO1,6,1,3,False,9,0,0
rmg_rxn_16585,Zeus,C[C]=N,CCCO,5,1,1,False,4,1,0
rmg_rxn_16761,Zeus,CC=[N],[N-]([NH3+])C=CC,5,3,0,False,4,2,0
rmg_rxn_16451,Zeus,C[CH]NO,[CH2]C#CC,6,1,1,False,5,0,1
rmg_rxn_16657,Zeus,CC=N,[CH2]OCCC[O],6,1,2,False,6,1,0
rmg_rxn_16727,Zeus,CC=[N],C=C=C(C)CCC,9,1,0,False,5,3,0
rmg_rxn_16404,Zeus,N[N][O],C[CH]NO,2,3,2,False,5,0,0
rmg_rxn_16634,Zeus,C[C]=N,CC1NO1,4,2,1,False,5,1,0
rmg_rxn_16802,Zeus,NN,C[C]=N,2,3,0,False,2,1,0
rmg_rxn_16455,Zeus,C[CH]NO,[N-]=[NH+]C1[CH]C=CC=C1,8,3,1,False,8,3,0
rmg_rxn_16352,Zeus,C[CH]NO,[CH2]CCOC,6,1,2,False,7,0,0
rmg_rxn_16470,Zeus,[SH],CC=N,2,1,0,False,1,1,0
rmg_rxn_16683,Zeus,CC=N,C[CH]COC[O],6,1,2,False,6,1,0
rmg_rxn_16701,Zeus,C[C]=N,ONC=C,4,2,1,False,3,2,0
rmg_rxn_16479,Zeus,[O],CC=N,2,1,1,False,1,1,0
rmg_rxn_16578,Zeus,C[C]=N,CCS,4,1,0,False,3,1,0
rmg_rxn_16511,Zeus,CC=N,C=[C]C,5,1,0,False,2,2,0
rmg_rxn_16287,Zeus,C[CH]NO,[CH]1CCOCO1,6,1,3,False,9,0,0
rmg_rxn_16307,Zeus,C[CH]NO,[CH2]SC[CH2],5,1,1,False,6,0,0
rmg_rxn_16322,Zeus,C[CH]NO,CCC[O],5,1,2,False,6,0,0
rmg_rxn_16502,Zeus,CC=[N],CC=NO,4,2,1,False,3,2,0
rmg_rxn_16792,Zeus,C[C]=N,CC=CON(N)C,6,3,1,False,6,2,0
rmg_rxn_16378,Zeus,C[CH]NO,[CH2]OC[CH]CO,6,1,3,False,8,0,0
rmg_rxn_16719,Zeus,C=[N],CC=N,3,2,0,False,1,2,0
rmg_rxn_16383,Zeus,C[CH]NO,[CH2]CCO[CH]O,6,1,3,False,8,0,0
rmg_rxn_16410,Zeus,C[CH][S],C[CH]NO,4,1,1,False,5,0,0
rmg_rxn_16625,Zeus,[O-][N+](=N)[CH2],CC=N,3,3,1,False,3,2,0
rmg_rxn_16757,Zeus,CC=[N],CC=CO[NH+](C)[NH-],6,3,1,False,6,2,0
rmg_rxn_16819,Zeus,CC=[N],[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0
rmg_rxn_16445,Zeus,C[CH]NO,[CH2]CO[CH2],5,1,2,False,6,0,0
rmg_rxn_16398,Zeus,ONC=C,[O-][NH+][CH]C,4,2,2,False,5,1,0
rmg_rxn_16527,Zeus,CN=O,CC=[N],3,2,1,False,2,2,0
rmg_rxn_16555,Zeus,C[C]=N,CCN=O,4,2,1,False,3,2,0
rmg_rxn_16794,Zeus,C[C]=N,[CH2]COC,5,1,1,False,4,1,0
rmg_rxn_16620,Zeus,[O-][NH+]=N,C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16397,Zeus,N=O,[O-][NH+][CH]C,2,2,2,False,3,1,0
rmg_rxn_16781,Zeus,CC=N,[CH2]CCO[CH2],6,1,1,False,5,1,0
rmg_rxn_16426,Zeus,C[CH]NO,CC[N]OC=CC,7,2,2,False,8,1,0
rmg_rxn_16478,Zeus,CC=N,[CH2]C#CC,6,1,0,False,3,1,1
rmg_rxn_16279,Zeus,C[CH]NO,C[CH]CC,6,1,1,False,6,0,0
rmg_rxn_16730,Zeus,C[C]=N,CC(=C=C)NCC,8,2,0,False,5,3,0
rmg_rxn_16282,Zeus,C[CH]NO,CC[CH]OCC,7,1,2,False,8,0,0
rmg_rxn_16651,Zeus,[N-]1O[NH+]1C,CC=[N],3,3,1,False,5,1,0
rmg_rxn_16271,Zeus,CC(=[C]C)N[NH],[N-]=[NH+]C1CC=CC=C1,10,4,0,False,9,4,0
rmg_rxn_16554,Zeus,CC=N,[CH2]CSCC,6,1,0,False,5,1,0
rmg_rxn_16628,Zeus,[O-][NH+]([NH])[CH2],CC=N,3,3,1,False,4,1,0
rmg_rxn_16664,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0
rmg_rxn_16765,Zeus,[NH],CC=N,2,2,0,False,1,1,0
rmg_rxn_16820,Zeus,C[C]=N,[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0
rmg_rxn_16543,Zeus,CC=N,[CH2]CCC,6,1,0,False,4,1,0
rmg_rxn_16815,Zeus,ON=[CH],CC=[N],3,2,1,False,2,2,0
rmg_rxn_16616,Zeus,C[C]=N,CCCOC,6,1,1,False,5,1,0
rmg_rxn_16390,Zeus,C[CH]NO,C[CH]COC[O],6,1,3,False,8,0,0
rmg_rxn_16461,Zeus,CC=N,[CH2]CCC,6,1,0,False,4,1,0
rmg_rxn_16595,Zeus,C[C]=N,CCO,4,1,1,False,3,1,0
rmg_rxn_16690,Zeus,C[C]=N,[NH-][NH+]=CCC,5,3,0,False,4,2,0
rmg_rxn_16334,Zeus,[CH2]CO,C[CH]NO,4,1,2,False,5,0,0
rmg_rxn_16293,Zeus,[CH2]CN=O,C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16303,Zeus,CC[N],C[CH]NO,4,2,1,False,5,0,0
rmg_rxn_16314,Zeus,[CH2]C=N[O],C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16728,Zeus,C[C]=N,C=C=C(C)CCC,9,1,0,False,5,3,0
rmg_rxn_16328,Zeus,C[CH]NO,[CH2]CC[O],5,1,2,False,6,0,0
rmg_rxn_16605,Zeus,C[C]=N,CSCC,5,1,0,False,4,1,0
rmg_rxn_16668,Zeus,C[C]=N,[CH2]CCOCO,6,1,2,False,6,1,0
rmg_rxn_16632,Zeus,[N-]=[NH2+],C[C]=N,2,3,0,False,1,2,0
rmg_rxn_16754,Zeus,C[C]=N,CC(=C=C)NN,6,3,0,False,4,3,0
rmg_rxn_16524,Zeus,CC=N,CSC[CH2],5,1,0,False,4,1,0
rmg_rxn_16708,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0
rmg_rxn_16508,Zeus,[CH2]C[O],CC=N,4,1,1,False,3,1,0
rmg_rxn_16631,Zeus,[N-]=[NH2+],CC=[N],2,3,0,False,1,2,0
rmg_rxn_16436,Zeus,[CH2]CN,C[CH]NO,4,2,1,False,5,0,0
rmg_rxn_16338,Zeus,[O-][NH+]C[CH2],C[CH]NO,4,2,2,False,6,0,0
rmg_rxn_16692,Zeus,C[C]=N,[CH2]CS,4,1,0,False,3,1,0
rmg_rxn_16312,Zeus,[CH2]ON=C,C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16615,Zeus,CC=N,[CH2]CCOC,6,1,1,False,5,1,0
rmg_rxn_16660,Zeus,CC=N,[CH2]OCC[CH]O,6,1,2,False,6,1,0
rmg_rxn_16456,Zeus,ON=[CH],[O-][NH+][CH]C,3,2,2,False,4,1,0
rmg_rxn_16583,Zeus,C[C]=N,CC=NO,4,2,1,False,3,2,0
rmg_rxn_16371,Zeus,C[CH]NO,C=CCOC[O],6,1,3,False,7,1,0
rmg_rxn_16609,Zeus,CN=O,C[C]=N,3,2,1,False,2,2,0
rmg_rxn_16608,Zeus,CC=N,[CH2]C[N]O,4,2,1,False,4,1,0
rmg_rxn_16791,Zeus,CC=[N],CC=CON(N)C,6,3,1,False,6,2,0
rmg_rxn_16382,Zeus,C[CH]NO,[CH2]C[CH]OCO,6,1,3,False,8,0,0
rmg_rxn_16305,Zeus,C[CH]NO,[CH]=C=[C]C,6,1,1,False,4,2,0
rmg_rxn_16688,Zeus,CC=N,[CH2]CCOC[O],6,1,2,False,6,1,0
rmg_rxn_16675,Zeus,CC=[N],[O-][NH2+]C=C,4,2,1,False,3,2,0
rmg_rxn_16726,Zeus,ON=[N],C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16575,Zeus,C[C]=N,CON=C,4,2,1,False,3,2,0
rmg_rxn_16520,Zeus,CC=N,[O-][NH+][CH]C,4,2,1,False,4,1,0
rmg_rxn_16448,Zeus,C[CH]NO,CC=CC1[CH]C=CC=C1,11,1,1,False,9,3,0
rmg_rxn_16667,Zeus,CC=N,[CH2]CCO[CH]O,6,1,2,False,6,1,0
rmg_rxn_16417,Zeus,C[CH]NO,C[C]=CC,6,1,1,False,5,1,0
rmg_rxn_16324,Zeus,C[CH]NO,CC[CH]O,5,1,2,False,6,0,0
rmg_rxn_16361,Zeus,[O-][N+](=N)[CH2],C[CH]NO,3,3,2,False,5,1,0
rmg_rxn_16785,Zeus,[H],CC=N,2,1,0,False,1,1,0
rmg_rxn_16747,Zeus,C[N]N,CC=[N],3,3,0,False,3,1,0
rmg_rxn_16825,Zeus,C[C]=N,CC=N,4,2,0,False,2,2,0
rmg_rxn_16299,Zeus,[O-][N+]=O,C[CH]NO,2,2,3,False,4,1,0
rmg_rxn_16656,Zeus,CC=N,CCC=[N+]([CH2])[O-],6,2,1,False,5,2,0
rmg_rxn_16366,Zeus,[O-][NH+]1CC1,[O-][NH+][CH]C,4,2,2,False,7,0,0
rmg_rxn_16523,Zeus,CC=N,CS[CH]C,5,1,0,False,4,1,0
rmg_rxn_16409,Zeus,O1O[N]1,C[CH]NO,2,2,3,False,6,0,0
rmg_rxn_16721,Zeus,O1ON1,CC=[N],2,2,2,False,1,1,0
rmg_rxn_16712,Zeus,N[N]O,C[C]=N,2,3,1,False,3,1,0
rmg_rxn_16413,Zeus,C[CH]NO,CC(=NCC)[C]=C,8,2,1,False,7,2,0
rmg_rxn_16645,Zeus,CC=N,C=CCOC[O],6,1,2,False,5,2,0
rmg_rxn_16637,Zeus,CC=[N],C1CNO1,4,2,1,False,5,1,0
rmg_rxn_16676,Zeus,C[C]=N,[O-][NH2+]C=C,4,2,1,False,3,2,0
rmg_rxn_16368,Zeus,C[CH]NO,C[CH]C=O,5,1,2,False,5,1,0
rmg_rxn_16474,Zeus,[CH2]CN=O,CC=N,4,2,1,False,3,2,0
rmg_rxn_16647,Zeus,CC=N,[CH2]CCOC=O,6,1,2,False,5,2,0
rmg_rxn_16789,Zeus,CC=[N],C[C]C,5,1,0,False,3,1,0
rmg_rxn_16663,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0
rmg_rxn_16308,Zeus,[N]N,C[CH]NO,2,3,1,False,4,0,0
rmg_rxn_16805,Zeus,CC=N,C#C[CH]C,6,1,0,False,3,1,1
rmg_rxn_16530,Zeus,CC=N,[C]#CC,5,1,0,False,2,1,1
rmg_rxn_16584,Zeus,C[C]=N,CC=NO,4,2,1,False,3,2,0
rmg_rxn_16777,Zeus,ON=C,CC=[N],3,2,1,False,2,2,0
rmg_rxn_16374,Zeus,[N-]1O[NH+]1C,[O-][NH+][CH]C,3,3,2,False,7,0,0
rmg_rxn_16636,Zeus,C[C]=N,[O-][NH+]1CC1,4,2,1,False,5,1,0
rmg_rxn_16415,Zeus,C[CH]NO,C[C]=C(C)C=CC,9,1,1,False,7,2,0
rmg_rxn_16459,Zeus,C[CH]NO,[NH-][NH2+]C(=[C]C)[CH2],6,3,1,False,7,1,0
rmg_rxn_16331,Zeus,C[CH]NO,[CH]=CC,5,1,1,False,4,1,0
rmg_rxn_16774,Zeus,CC=N,CC[NH],4,2,0,False,3,1,0
rmg_rxn_16621,Zeus,[C]#N,CC=N,3,2,0,False,1,1,1
rmg_rxn_16607,Zeus,C[C]=N,CSCC,5,1,0,False,4,1,0
rmg_rxn_16441,Zeus,[H],C[CH]NO,2,1,1,False,3,0,0
rmg_rxn_16498,Zeus,[CH2]CS,CC=N,4,1,0,False,3,1,0
rmg_rxn_16407,Zeus,[CH2]C=N[O],C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16437,Zeus,[CH2]N=O,C[CH]NO,3,2,2,False,4,1,0
rmg_rxn_16464,Zeus,CC=N,C[CH]OCCC,7,1,1,False,6,1,0
rmg_rxn_16700,Zeus,CC=[N],ONC=C,4,2,1,False,3,2,0
rmg_rxn_16783,Zeus,[O-][NH+]=O,CC=[N],2,2,2,False,2,2,0
rmg_rxn_16472,Zeus,CC=N,[CH2]CSCC,6,1,0,False,5,1,0
rmg_rxn_16541,Zeus,CC=N,[C]1=C[CH]CC=C1,8,1,0,False,5,3,0
