reaction,server,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds
rxn_250,Zeus,C#CC=C,[H],4,0,0,False,1,1,1
rxn_1045,Zeus,C=C[C](C)C=C,C=CCC,10,0,0,False,5,3,0
rxn_781,Zeus,CCCO,[O],3,0,2,False,3,0,0
rxn_356,Zeus,C[CH2],c1ccccc1,8,0,0,True,1,0,0
rxn_381,Zeus,O,[CH3],1,0,1,False,0,0,0
rxn_1087,Zeus,C=CC(C)C,C=C[CH]C,9,0,0,False,5,2,0
rxn_762,Zeus,C=CC,C[CH]C,6,0,0,False,3,1,0
rxn_322,Zeus,[O]O,C,1,0,2,False,1,0,0
rxn_1093,Zeus,C#C[CH]C#C,C=CC(C)C,10,0,0,False,5,1,2
rxn_257,Zeus,Cc1ccccc1,[OH],7,0,1,False,1,0,0
rxn_645,Zeus,[H],NN,0,2,0,False,1,0,0
rxn_567,Zeus,C#C[CH]C#C,C1CC2CCCC2C1,13,0,0,False,11,0,2
rxn_1210,Zeus,S[C]=S,C=CC(C)C=C,7,0,0,False,4,3,0
rxn_1131,Zeus,C=CCC=C,C=C[CH]C,9,0,0,False,4,3,0
rxn_46,Zeus,CC(=O)C(C)C,[OH],5,0,2,False,4,1,0
rxn_67,Zeus,[NH2],[H][H],0,1,0,False,1,0,0
rxn_1374,Zeus,C#CCC#C,C=[C]C=S,8,0,0,False,3,2,2
rxn_200,Zeus,C[O],[O]O,1,0,3,False,2,0,0
rxn_31,Zeus,C=C(C)C,CC=C[O],7,0,1,False,4,2,0
rxn_747,Zeus,C=CCC=C,C1CC2CC[C]1C2,12,0,0,False,10,2,0
rxn_372,Zeus,[H],CC=O,2,0,1,False,1,1,0
rxn_188,Zeus,C,[OH],1,0,1,False,0,0,0
rxn_1348,Zeus,C#CCC#C,C[CH]C,8,0,0,False,4,0,2
rxn_1091,Zeus,C#C[CH]C,C=CC(C)C,9,0,0,False,5,1,1
rxn_554,Zeus,C#C[C]=C,C1CC2CCC1C2,11,0,0,False,9,1,1
rxn_1152,Zeus,C=CCC=C,S=C[C](C)C,9,0,0,False,5,3,0
rxn_867,Zeus,S=[C]C#C,C,4,0,0,False,1,1,1
rxn_1874,Zeus,C#C[CH]C,CCS,6,0,0,False,4,0,1
rxn_1306,Zeus,C#CC(C)C,[CH2]C=C,8,0,0,False,4,1,1
rxn_2002,Zeus,C=C[C](C)C,CCC=S,8,0,0,False,5,2,0
rxn_1356,Zeus,C#CCC#C,C#C[CH]C,9,0,0,False,4,0,3
rxn_1239,Zeus,C#CC,C[CH]C=S,6,0,0,False,3,1,1
rxn_752,Zeus,CC(C)O,[CH3],4,0,1,False,3,0,0
rxn_1812,Zeus,S[C]=C,C=C=C,5,0,0,False,1,3,0
rxn_291,Zeus,[OH],CCC,3,0,1,False,2,0,0
rxn_850,Zeus,[CH2]C=S,C,3,0,0,False,1,1,0
rxn_633,Zeus,[H],[NH],0,1,0,False,0,0,0
rxn_1898,Zeus,C[C](C#C)S,CCS,6,0,0,False,5,0,1
rxn_1441,Zeus,C=C[CH]C=C,Cc1ccccc1,12,0,0,True,3,2,0
rxn_1138,Zeus,C#C[C](C)C#C,C=CCC=C,11,0,0,False,5,2,2
rxn_979,Zeus,S=C[C](C)C,CC(C)C,8,0,0,False,6,1,0
rxn_854,Zeus,C=[C]C=S,C,4,0,0,False,1,2,0
rxn_948,Zeus,C[C]=S,CCC,5,0,0,False,3,1,0
rxn_49,Zeus,CCCCO,[OH],4,0,2,False,4,0,0
rxn_605,Zeus,C=C[C](C)C,C1CCC2CCCC2C1,14,0,0,False,13,1,0
rxn_1007,Zeus,C#C[CH]C#C,C=CC,8,0,0,False,3,1,2
rxn_767,Zeus,[H],CCO,2,0,1,False,2,0,0
rxn_1336,Zeus,S[CH]C#C,C#CC(C)C,8,0,0,False,5,0,2
rxn_1422,Zeus,C#CC(C)C#C,C[C](C=S)S,9,0,0,False,6,1,2
rxn_193,Zeus,CO,[O],1,0,2,False,1,0,0
rxn_743,Zeus,C=CCC=C,[CH]1CC2CCC1C2,12,0,0,False,10,2,0
rxn_1644,Zeus,C=C[C]=S,C=CC,6,0,0,False,2,3,0
rxn_1671,Zeus,C=CC=C,[CH2]C=S,6,0,0,False,2,3,0
rxn_1510,Zeus,C[C](C=S)S,CCc1ccccc1,11,0,0,True,5,1,0
rxn_233,Zeus,CCO,[CH3],3,0,1,False,2,0,0
rxn_1592,Zeus,S[C]=C,C=C,4,0,0,False,1,2,0
rxn_1652,Zeus,C=C[CH]C,C=CC=C,8,0,0,False,3,3,0
rxn_735,Zeus,[H],C1CCC2CCCC2C1,9,0,0,False,10,0,0
rxn_872,Zeus,C=C[C](C)C,CC,7,0,0,False,4,1,0
rxn_897,Zeus,C[C](C=C)S,CC,6,0,0,False,4,1,0
rxn_912,Zeus,C[C](C)C,CCC,7,0,0,False,5,0,0
rxn_1407,Zeus,C#CC(C)C#C,C=[C]C,9,0,0,False,4,1,2
rxn_1646,Zeus,[H],C=CC=C,4,0,0,False,1,2,0
rxn_1787,Zeus,C=C=C,C[C](C)c1ccccc1,12,0,0,True,3,2,0
rxn_255,Zeus,C#CC,[OH],3,0,1,False,1,0,1
rxn_974,Zeus,C[CH]S,CC(C)C,6,0,0,False,5,0,0
rxn_438,Zeus,OO,C=C[O],2,0,3,False,2,1,0
rxn_60,Zeus,C#CCC,[SH],4,0,0,False,2,0,1
rxn_136,Zeus,[Cl],CCCC,4,0,0,False,3,0,0
rxn_870,Zeus,[CH2]C=C,CC,5,0,0,False,2,1,0
rxn_63,Zeus,[N],[H][H],0,1,0,False,1,0,0
rxn_1626,Zeus,C[C](S)C,C=CC,6,0,0,False,4,1,0
rxn_690,Zeus,[H],C=CO,2,0,1,False,1,1,0
rxn_1983,Zeus,S[CH]C=S,CC=S,4,0,0,False,3,2,0
rxn_1581,Zeus,C=C,C[C](C)c1ccccc1,11,0,0,True,3,1,0
rxn_461,Zeus,CC(C)OO,[CH2]C=O,5,0,3,False,5,1,0
rxn_337,Zeus,[CH]=C,CC(C)C,6,0,0,False,3,1,0
rxn_1281,Zeus,C#CCC,C[C](S)C,7,0,0,False,5,0,1
rxn_1595,Zeus,C[C](C=C)S,C=C,6,0,0,False,3,2,0
rxn_344,Zeus,[OH],C=C,2,0,1,False,0,1,0
rxn_669,Zeus,[OH],C=N,1,1,1,False,0,1,0
rxn_314,Zeus,C[CH2],C,3,0,0,False,1,0,0
rxn_687,Zeus,[H][H],[N]=C=O,1,1,1,False,1,2,0
rxn_984,Zeus,S[CH]C=S,CC(C)C,6,0,0,False,5,1,0
rxn_1832,Zeus,[CH]=S,C=C=C,4,0,0,False,0,3,0
rxn_1902,Zeus,CCS,C[C]=S,4,0,0,False,3,1,0
rxn_1425,Zeus,C[C](C#C)S,C#CC(C)C#C,10,0,0,False,6,0,3
rxn_1880,Zeus,CCS,C[C](C)c1ccccc1,11,0,0,True,5,0,0
rxn_824,Zeus,[H][H],S[C]=S,1,0,0,False,2,1,0
rxn_1337,Zeus,C#CC(C)C,C[C](C#C)S,9,0,0,False,6,0,2
rxn_1937,Zeus,S[CH]C=C,CC(S)C,6,0,0,False,5,1,0
rxn_842,Zeus,[CH]=C,C,3,0,0,False,0,1,0
rxn_792,Zeus,[H][H],C=C[CH]C=C,5,0,0,False,3,2,0
rxn_1345,Zeus,[H],C#CCC#C,5,0,0,False,2,0,2
rxn_668,Zeus,C=N,[O],1,1,1,False,0,1,0
rxn_739,Zeus,C=CC,[CH]1CCC2CCCCC12,12,0,0,False,11,1,0
rxn_90,Zeus,CS,[H],1,0,0,False,1,0,0
rxn_1975,Zeus,C[CH]S,CC=S,4,0,0,False,3,1,0
rxn_1886,Zeus,[CH2]S,CCS,3,0,0,False,3,0,0
rxn_1369,Zeus,C#CCC#C,C[C](S)C,8,0,0,False,5,0,2
rxn_122,Zeus,CCN,[OH],2,1,1,False,2,0,0
rxn_1359,Zeus,C#CCC#C,[CH2]c1ccccc1,12,0,0,True,3,0,2
rxn_573,Zeus,C=[C]C,C1CC2CCCC2C1,11,0,0,False,10,1,0
rxn_476,Zeus,CC(S)O,[CH3],3,0,1,False,3,0,0
rxn_629,Zeus,[NH2],[CH3],1,1,0,False,0,0,0
rxn_1317,Zeus,C#CC(C)C,C[C](C)c1ccccc1,14,0,0,True,6,0,1
rxn_1625,Zeus,C[CH]S,C=CC,5,0,0,False,3,1,0
rxn_1786,Zeus,C#CC=C,C[C](c1ccccc1)S,12,0,0,True,4,1,1
rxn_681,Zeus,[NH2],CN,1,2,0,False,1,0,0
rxn_97,Zeus,[NH2],CC(C)C,4,1,0,False,3,0,0
rxn_1837,Zeus,CS,C=[C]C=C,5,0,0,False,2,2,0
rxn_1909,Zeus,C#C[C]=C,CS,5,0,0,False,2,1,1
rxn_847,Zeus,C#C[C]=C,C,5,0,0,False,1,1,1
rxn_1268,Zeus,C#CCC,C#C[C](C)C,9,0,0,False,5,0,2
rxn_884,Zeus,C=[C]C,CC,5,0,0,False,2,1,0
rxn_1363,Zeus,C#CCC#C,C=[C]C,8,0,0,False,3,1,2
rxn_1498,Zeus,C#C[C]=C,CCc1ccccc1,12,0,0,True,3,1,1
rxn_1435,Zeus,C[CH2],Cc1ccccc1,9,0,0,True,2,0,0
rxn_560,Zeus,C=C[CH]C,C1CC2CCCC2C1,12,0,0,False,11,1,0
rxn_320,Zeus,[OH],C,1,0,1,False,0,0,0
rxn_1110,Zeus,C#C[C]=C,C=CC(C)C,9,0,0,False,4,2,1
rxn_1794,Zeus,C#CC=C,C=C[C]=S,7,0,0,False,2,3,1
rxn_166,Zeus,[Cl],CC(C)C,4,0,0,False,3,0,0
rxn_1050,Zeus,C#C[C](C)C#C,C=CCC,10,0,0,False,5,1,2
rxn_1125,Zeus,[H],C=CCC=C,5,0,0,False,2,2,0
rxn_1854,Zeus,S[CH]C#C,CS,4,0,0,False,3,0,1
rxn_1408,Zeus,C#CC(C)C#C,C=[C]C=C,10,0,0,False,4,2,2
rxn_302,Zeus,CC,[O][O],2,0,2,False,2,0,0
rxn_1230,Zeus,C#CC,[CH]=C,5,0,0,False,1,1,1
rxn_728,Zeus,[OH],C1CC2CCCC2C1,8,0,1,False,9,0,0
rxn_1259,Zeus,C#CCC,C[CH2],6,0,0,False,3,0,1
rxn_247,Zeus,C#CC,[H],3,0,0,False,1,0,1
rxn_601,Zeus,C[CH]C,C1CCC2CCCC2C1,12,0,0,False,12,0,0
rxn_563,Zeus,C=C[C](C)C=C,C1CC2CCCC2C1,14,0,0,False,12,2,0
rxn_1270,Zeus,C#C[C](C)C#C,C#CCC,10,0,0,False,5,0,3
rxn_383,Zeus,O,[CH]=C,2,0,1,False,0,1,0
rxn_1867,Zeus,CCS,C[C](C)C,6,0,0,False,5,0,0
rxn_919,Zeus,C#C[CH]C,CCC,7,0,0,False,4,0,1
rxn_1892,Zeus,CCS,C=[C]C=S,5,0,0,False,3,2,0
rxn_478,Zeus,[SH],CC(S)O,2,0,1,False,3,0,0
rxn_305,Zeus,[H][H],[O][O],0,0,2,False,2,0,0
rxn_38,Zeus,C=CCC,CO[O],5,0,2,False,4,1,0
rxn_319,Zeus,C,C[C]=O,3,0,1,False,1,1,0
rxn_1089,Zeus,C=C[C](C)C=C,C=CC(C)C,11,0,0,False,6,3,0
rxn_373,Zeus,[CH3],CC=O,3,0,1,False,1,1,0
rxn_612,Zeus,C#C[C](C)C#C,C1CCC2CCCC2C1,15,0,0,False,13,0,2
rmg_rxn_16332,Zeus,CC[O],C[CH]NO,4,1,2,False,5,0,0
rmg_rxn_16580,Zeus,[CH2]CS,CC=N,4,1,0,False,3,1,0
rmg_rxn_16518,Zeus,CC=[N],[O-][NH+]CC,4,2,1,False,4,1,0
rmg_rxn_16594,Zeus,C[C]=N,C=CC,5,1,0,False,2,2,0
rmg_rxn_16418,Zeus,C[CH]NO,[CH]=C=[C]C,6,1,1,False,4,2,0
rmg_rxn_16277,Zeus,[NH-][NH2+]C(=[C]C)[CH2],[NH-][NH2+]C(=[C]C)C,8,4,0,False,8,2,0
rmg_rxn_16384,Zeus,CC=N[O],C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16703,Zeus,[CH2]S[CH2],CC=N,4,1,0,False,3,1,0
rmg_rxn_16506,Zeus,CC=N,[CH2]CCO,5,1,1,False,4,1,0
rmg_rxn_16323,Zeus,C[CH]NO,C[CH]CO,5,1,2,False,6,0,0
rmg_rxn_16766,Zeus,[NH2],C[C]=N,2,2,0,False,1,1,0
rmg_rxn_16354,Zeus,CN(O)[N],C[CH]NO,3,3,2,False,6,0,0
rmg_rxn_16723,Zeus,CC=[N],C[CH]S,4,1,0,False,3,1,0
rmg_rxn_16597,Zeus,[CH2]CO,CC=N,4,1,1,False,3,1,0
rmg_rxn_16807,Zeus,C[C]=N,C=C=CC,6,1,0,False,2,3,0
rmg_rxn_16627,Zeus,[O-][NH+]([NH])C,CC=[N],3,3,1,False,4,1,0
rmg_rxn_16341,Zeus,C[CH]NO,[CH2]CC,5,1,1,False,5,0,0
rmg_rxn_16718,Zeus,C[C]=N,[O-][NH+]=C[CH2],4,2,1,False,3,2,0
rmg_rxn_16716,Zeus,CN=N,C[C]=N,3,3,0,False,2,2,0
rmg_rxn_16263,Zeus,C#C[CH]C,[NH-][NH2+]C(=[C]C)C,8,2,0,False,6,1,1
rmg_rxn_16420,Zeus,[NH]N=O,C[CH]NO,2,3,2,False,4,1,0
rmg_rxn_16722,Zeus,O1ON1,C[C]=N,2,2,2,False,1,1,0
rmg_rxn_16342,Zeus,C[CH]NO,CS[CH]C,5,1,1,False,6,0,0
rmg_rxn_16650,Zeus,C[C]=N,ON1CC1,4,2,1,False,5,1,0
rmg_rxn_16788,Zeus,C[C]=N,[CH2]CCO,5,1,1,False,4,1,0
rmg_rxn_16538,Zeus,[O-][NH+]=[N],CC=N,2,3,1,False,2,2,0
rmg_rxn_16669,Zeus,C[C]=N,[CH2]CCOCO,6,1,2,False,6,1,0
rmg_rxn_16545,Zeus,C[C]=N,CCCOCC,7,1,1,False,6,1,0
rmg_rxn_16813,Zeus,CC=[N],[N-]=[NH+]C1CC=CC=C1,8,3,0,False,6,4,0
rmg_rxn_16427,Zeus,C[CH]NO,CC=CON([NH])C,6,3,2,False,8,1,0
rmg_rxn_16630,Zeus,[O-][NH+]([NH])[CH2],CC=N,3,3,1,False,4,1,0
rmg_rxn_16471,Zeus,CC=N,CCS[CH]C,6,1,0,False,5,1,0
rmg_rxn_16725,Zeus,[O]N=[N],CC=N,2,3,1,False,2,2,0
rmg_rxn_16717,Zeus,CC=[N],[O-][NH+]=C[CH2],4,2,1,False,3,2,0
rmg_rxn_16402,Zeus,[CH2]C[NH],C[CH]NO,4,2,1,False,5,0,0
rmg_rxn_16740,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0
rmg_rxn_16486,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0
rmg_rxn_16654,Zeus,NN=O,C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16453,Zeus,C[CH]NO,CC=CC1[CH]C=CC=C1,11,1,1,False,9,3,0
rmg_rxn_16460,Zeus,CC=N,C[CH]CC,6,1,0,False,4,1,0
rmg_rxn_16499,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0
rmg_rxn_16691,Zeus,CC=[N],[CH2]CS,4,1,0,False,3,1,0
rmg_rxn_16316,Zeus,C[CH]S,C[CH]NO,4,1,1,False,5,0,0
rmg_rxn_16484,Zeus,CC=[N],CC[NH],4,2,0,False,3,1,0
rmg_rxn_16296,Zeus,C=C=[N],C[CH]NO,4,2,1,False,3,2,0
rmg_rxn_16490,Zeus,[NH][NH],CC=N,2,3,0,False,2,1,0
rmg_rxn_16787,Zeus,CC=N,[CH2]CC[O],5,1,1,False,4,1,0
rmg_rxn_16693,Zeus,[O-][NH+]1CN1,CC=[N],3,3,1,False,5,1,0
rmg_rxn_16763,Zeus,CC=[N],[NH-][NH2+]C=CC,5,3,0,False,4,2,0
rmg_rxn_16759,Zeus,[CH2]C[O],CC=N,4,1,1,False,3,1,0
rmg_rxn_16762,Zeus,C[C]=N,[N-]([NH3+])C=CC,5,3,0,False,4,2,0
rmg_rxn_16391,Zeus,C[CH]NO,CC[CH]OC[O],6,1,3,False,8,0,0
rmg_rxn_16738,Zeus,C[C]=N,CC=CC,6,1,0,False,3,2,0
rmg_rxn_16780,Zeus,ON=[CH],CC=N,3,2,1,False,2,2,0
rmg_rxn_16509,Zeus,CC=N,[CH2]CC[O],5,1,1,False,4,1,0
rmg_rxn_16350,Zeus,C[CH]NO,C[CH]COC,6,1,2,False,7,0,0
rmg_rxn_16640,Zeus,CC=N,[CH2]CC=O,5,1,1,False,3,2,0
rmg_rxn_16588,Zeus,CC=N,[CH2]CCO,5,1,1,False,4,1,0
rmg_rxn_16304,Zeus,[CH2]C[NH],C[CH]NO,4,2,1,False,5,0,0
rmg_rxn_16532,Zeus,CC=N,CC[CH]OC,6,1,1,False,5,1,0
rmg_rxn_16476,Zeus,[O-][N+](=N)[CH2],CC=N,3,3,1,False,3,2,0
rmg_rxn_16811,Zeus,CC=[N],[N-]=[NH+]C1C=CCC=C1,8,3,0,False,6,4,0
rmg_rxn_16685,Zeus,CC=N,[CH2]CCOC[O],6,1,2,False,6,1,0
rmg_rxn_16421,Zeus,ON=[N],C[CH]NO,2,3,2,False,4,1,0
rmg_rxn_16751,Zeus,CC=[N],CC=COO,5,1,2,False,4,2,0
rmg_rxn_16557,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0
rmg_rxn_16739,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0
rmg_rxn_16429,Zeus,[O-][NH+][CH]C,[N-]([NH3+])C=CC,5,3,1,False,6,1,0
rmg_rxn_16579,Zeus,C[C]=N,CCS,4,1,0,False,3,1,0
rmg_rxn_16790,Zeus,C[C]=N,C[C]C,5,1,0,False,3,1,0
rmg_rxn_16283,Zeus,C[CH]NO,C[CH]OCCC,7,1,2,False,8,0,0
rmg_rxn_16775,Zeus,C[C]=N,CCN,4,2,0,False,3,1,0
rmg_rxn_16290,Zeus,C[CH]NO,CCS[CH]C,6,1,1,False,7,0,0
rmg_rxn_16565,Zeus,[CH2]N=O,C[C]=N,3,2,1,False,2,2,0
rmg_rxn_16582,Zeus,CC=N,[CH2]CCO[CH2],6,1,1,False,5,1,0
rmg_rxn_16673,Zeus,C[C]=N,[O-][NH+]=CC,4,2,1,False,3,2,0
rmg_rxn_16742,Zeus,C,C[C]=N,3,1,0,False,1,1,0
rmg_rxn_16735,Zeus,CC=[N],CCC=NN,5,3,0,False,4,2,0
rmg_rxn_16670,Zeus,CC=N,[CH2]CCO[CH]O,6,1,2,False,6,1,0
rmg_rxn_16706,Zeus,C[C]=N,[N-]=[NH+]CCC,5,3,0,False,4,2,0
rmg_rxn_16707,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0
rmg_rxn_16395,Zeus,[O-][NH+]1CN1,[O-][NH+][CH]C,3,3,2,False,7,0,0
rmg_rxn_16280,Zeus,C[CH]NO,[CH2]CCC,6,1,1,False,6,0,0
rmg_rxn_16480,Zeus,ON=O,CC=[N],2,2,2,False,2,2,0
rmg_rxn_16823,Zeus,CC=[N],C[CH]NO,4,2,1,False,4,1,0
rmg_rxn_16544,Zeus,C[C]=N,CCCOCC,7,1,1,False,6,1,0
rmg_rxn_16439,Zeus,C[CH]NO,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_16362,Zeus,[O-][NH+]([NH])C,[O-][NH+][CH]C,3,3,2,False,6,0,0
rmg_rxn_16376,Zeus,C[CH]NO,CCC=[N+]([CH2])[O-],6,2,2,False,7,1,0
rmg_rxn_16803,Zeus,CC=N,C=[C]C=C,6,1,0,False,2,3,0
rmg_rxn_16265,Zeus,CC(=[C]C)N[NH],CC=CC1C=CCC=C1,13,2,0,False,10,4,0
rmg_rxn_16682,Zeus,C[C]=N,COCCC[O],6,1,2,False,6,1,0
rmg_rxn_16309,Zeus,[NH][NH],C[CH]NO,2,3,1,False,4,0,0
rmg_rxn_16536,Zeus,CN(O)[NH],CC=[N],3,3,1,False,4,1,0
rmg_rxn_16560,Zeus,C[C]=N,CC#CC,6,1,0,False,3,1,1
rmg_rxn_16596,Zeus,C[C]=N,CCO,4,1,1,False,3,1,0
rmg_rxn_16319,Zeus,C[CH]NO,[CH2]CCO[CH2],6,1,2,False,7,0,0
rmg_rxn_16752,Zeus,C[C]=N,CC=COO,5,1,2,False,4,2,0
rmg_rxn_16705,Zeus,CC=[N],[N-]=[NH+]CCC,5,3,0,False,4,2,0
rmg_rxn_16564,Zeus,[O]N=[N],CC=N,2,3,1,False,2,2,0
rmg_rxn_16297,Zeus,C[CH]NO,[CH2]C#CC,6,1,1,False,5,0,1
rmg_rxn_16295,Zeus,[O-][N+](=N)[CH2],C[CH]NO,3,3,2,False,5,1,0
rmg_rxn_16300,Zeus,[CH2],C[CH]NO,3,1,1,False,3,0,0
rmg_rxn_16816,Zeus,ON=[CH],C[C]=N,3,2,1,False,2,2,0
rmg_rxn_16574,Zeus,CC=N,[CH2]C[CH2],5,1,0,False,3,1,0
rmg_rxn_16562,Zeus,ON=O,C[C]=N,2,2,2,False,2,2,0
rmg_rxn_16577,Zeus,C[C]=N,CC=N[O],4,2,1,False,3,2,0
rmg_rxn_16385,Zeus,[O-][NH+]=C[CH2],C[CH]NO,4,2,2,False,5,1,0
rmg_rxn_16642,Zeus,CC=N,[CH2]CC=O,5,1,1,False,3,2,0
rmg_rxn_16531,Zeus,CC=N,C[CH]COC,6,1,1,False,5,1,0
rmg_rxn_16784,Zeus,[O-][NH+]=O,C[C]=N,2,2,2,False,2,2,0
rmg_rxn_16760,Zeus,C[C]=N,[CH2]CO,4,1,1,False,3,1,0
rmg_rxn_16525,Zeus,CC=N,[CH2]SCC,5,1,0,False,4,1,0
rmg_rxn_16619,Zeus,[O-][NH+]=N,C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16694,Zeus,[O-][NH+]1CN1,C[C]=N,3,3,1,False,5,1,0
rmg_rxn_16724,Zeus,C[C]=N,C[CH]S,4,1,0,False,3,1,0
rmg_rxn_16796,Zeus,C[C]=N,CC,4,1,0,False,2,1,0
rmg_rxn_16593,Zeus,C[C]=N,C=CC,5,1,0,False,2,2,0
rmg_rxn_16284,Zeus,C[CH]NO,[CH2]CCOCC,7,1,2,False,8,0,0
rmg_rxn_16357,Zeus,[O-][NH+]=[N],C[CH]NO,2,3,2,False,4,1,0
rmg_rxn_16412,Zeus,C[CH]NO,C=[C]C(C)=CCC,9,1,1,False,7,2,0
rmg_rxn_16264,Zeus,[N-][NH2+]C(=[C]C)C,CC=CC1C=CCC=C1,13,2,0,False,10,4,0
rmg_rxn_16396,Zeus,[OH],C[CH]NO,2,1,2,False,3,0,0
rmg_rxn_16801,Zeus,NN,CC=[N],2,3,0,False,2,1,0
rmg_rxn_16392,Zeus,C[CH]NO,[CH2]CCOC[O],6,1,3,False,8,0,0
rmg_rxn_16606,Zeus,CC=N,CSC[CH2],5,1,0,False,4,1,0
rmg_rxn_16698,Zeus,N=O,C[C]=N,2,2,1,False,1,2,0
rmg_rxn_16591,Zeus,CC=N,[CH2]CC[O],5,1,1,False,4,1,0
rmg_rxn_16653,Zeus,NN=O,CC=[N],2,3,1,False,2,2,0
rmg_rxn_16528,Zeus,CC=N,C[CH]OCC,6,1,1,False,5,1,0
rmg_rxn_16355,Zeus,CN([O])[NH],C[CH]NO,3,3,2,False,6,0,0
rmg_rxn_16733,Zeus,CC=N,C[C]=C(C)C=CC,9,1,0,False,5,3,0
rmg_rxn_16285,Zeus,C[CH]NO,[CH2]COCCC,7,1,2,False,8,0,0
rmg_rxn_16442,Zeus,C[CH]NO,[CH2]CC[O],5,1,2,False,6,0,0
rmg_rxn_16286,Zeus,C[CH]NO,[CH]1COCOC1,6,1,3,False,9,0,0
rmg_rxn_16684,Zeus,CC=N,CC[CH]OC[O],6,1,2,False,6,1,0
rmg_rxn_16372,Zeus,C[CH]NO,[CH2]CCOC=O,6,1,3,False,7,1,0
rmg_rxn_16804,Zeus,CC=[N],C=C=CC,6,1,0,False,2,3,0
rmg_rxn_16602,Zeus,C[C]=N,[O-][NH+]CC,4,2,1,False,4,1,0
rmg_rxn_16379,Zeus,C[CH]NO,[CH2]O[CH]CCO,6,1,3,False,8,0,0
rmg_rxn_16387,Zeus,C[CH]NO,COC[CH]C[O],6,1,3,False,8,0,0
rmg_rxn_16800,Zeus,C[C]=N,CC=CC1C=CC=CC1,11,1,0,False,7,4,0
rmg_rxn_16510,Zeus,CC=N,[CH2]C=C,5,1,0,False,2,2,0
rmg_rxn_16626,Zeus,[O-][N+](=N)[CH2],CC=N,3,3,1,False,3,2,0
rmg_rxn_16799,Zeus,CC=[N],CC=CC1C=CC=CC1,11,1,0,False,7,4,0
rmg_rxn_16381,Zeus,C[CH]NO,[CH2]CCOC[O],6,1,3,False,8,0,0
rmg_rxn_16824,Zeus,C[C]=N,C[CH]NO,4,2,1,False,4,1,0
rmg_rxn_16367,Zeus,C1C[N]O1,C[CH]NO,4,2,2,False,7,0,0
rmg_rxn_16639,Zeus,CC=N,C[CH]C=O,5,1,1,False,3,2,0
rmg_rxn_16302,Zeus,[CH2]N=O,[O-][NH+][CH]C,3,2,2,False,4,1,0
rmg_rxn_16767,Zeus,CC=N,[CH2]SC[CH2],5,1,0,False,4,1,0
rmg_rxn_16750,Zeus,C[C]=N,[N-]([NH3+])C(=C=C)C,6,3,0,False,4,3,0
rmg_rxn_16599,Zeus,[O-][N+](N)C,C[C]=N,3,3,1,False,4,1,0
rmg_rxn_16400,Zeus,[CH2]S[CH2],C[CH]NO,4,1,1,False,5,0,0
rmg_rxn_16643,Zeus,CC=N,[CH2]OCCC=O,6,1,2,False,5,2,0
rmg_rxn_16276,Zeus,CC(=[C]C)N[NH],[NH-][NH2+]C(=[C]C)C,8,4,0,False,8,2,0
rmg_rxn_16746,Zeus,ON=N,C[C]=N,2,3,1,False,2,2,0
rmg_rxn_16388,Zeus,C[CH]NO,CO[CH]CC[O],6,1,3,False,8,0,0
rmg_rxn_16755,Zeus,CC=[N],CCNOC=CC,7,2,1,False,6,2,0
rmg_rxn_16576,Zeus,CC=N,[CH2]CO[CH2],5,1,1,False,4,1,0
rmg_rxn_16505,Zeus,CC=N,CC[CH]O,5,1,1,False,4,1,0
rmg_rxn_16345,Zeus,[CH2]C[N]O,C[CH]NO,4,2,2,False,6,0,0
rmg_rxn_16416,Zeus,C[CH]NO,C[CH]C=NN,5,3,1,False,6,1,0
rmg_rxn_16467,Zeus,CC=N,[CH]1COCOC1,6,1,2,False,7,1,0
rmg_rxn_16343,Zeus,C[CH]NO,CSC[CH2],5,1,1,False,6,0,0
rmg_rxn_16333,Zeus,C[CH]O,C[CH]NO,4,1,2,False,5,0,0
rmg_rxn_16327,Zeus,[CH2]C[O],C[CH]NO,4,1,2,False,5,0,0
rmg_rxn_16661,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0
rmg_rxn_16336,Zeus,CN([O])[NH],C[CH]NO,3,3,2,False,6,0,0
rmg_rxn_16512,Zeus,CC=N,[CH]=CC,5,1,0,False,2,2,0
rmg_rxn_16589,Zeus,[SH],C[C]=N,2,1,0,False,1,1,0
rmg_rxn_16356,Zeus,[O-][NH+]=N,[O-][NH+][CH]C,2,3,2,False,4,1,0
rmg_rxn_16672,Zeus,CC=[N],[O-][NH+]=CC,4,2,1,False,3,2,0
